spectrum_id,file_name,rruff_official_id,rruff_official_name,rruff_url,excitation_nm,rruff_status,label_category_final,split_v3,qc_status,qc_reason,recommended_action,provenance_confidence
PARENT_0208,Microcline__R040154__Raman__532__0__unoriented__Raman_Data_RAW__20765,R040154,Microcline,https://rruff.info/R040154,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0209,Microcline__R040154__Raman__785__0__unoriented__Raman_Data_RAW__20767,R040154,Microcline,https://rruff.info/R040154,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0210,Microcline__R050054__Raman__514__0__unoriented__Raman_Data_RAW__9931,R050054,Microcline,https://rruff.info/R050054,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0211,Microcline__R050054__Raman__532__0__unoriented__Raman_Data_RAW__21201,R050054,Microcline,https://rruff.info/R050054,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0212,Microcline__R050054__Raman__785__0__unoriented__Raman_Data_RAW__21203,R050054,Microcline,https://rruff.info/R050054,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0213,Microcline__R050150__Raman__514__0__unoriented__Raman_Data_RAW__10164,R050150,Microcline,https://rruff.info/R050150,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0214,Microcline__R050150__Raman__532__0__unoriented__Raman_Data_RAW__27529,R050150,Microcline,https://rruff.info/R050150,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0215,Microcline__R050150__Raman__780__0__unoriented__Raman_Data_RAW__27531,R050150,Microcline,https://rruff.info/R050150,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0216,Microcline__R050193__Raman__514__0__unoriented__Raman_Data_RAW__10217,R050193,Microcline,https://rruff.info/R050193,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0217,Microcline__R050193__Raman__780__0__unoriented__Raman_Data_RAW__27807,R050193,Microcline,https://rruff.info/R050193,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0218,Microcline__R050193__Raman__532__0__unoriented__Raman_Data_RAW__27811,R050193,Microcline,https://rruff.info/R050193,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0219,Microcline__X050117__Raman__785__0__unoriented__Raman_Data_Processed__6612,X050117,Microcline,https://rruff.info/X050117,785.0,The identification of this mineral has been determined only by Raman spectroscopy,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0220,Microcline__R120005__Raman__532__0__unoriented__Raman_Data_RAW__36362,R120005,Microcline,https://rruff.info/R120005,532.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0221,Microcline__R120005__Raman__780__0__unoriented__Raman_Data_RAW__36364,R120005,Microcline,https://rruff.info/R120005,780.0,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0222,Microcline__R150015__Raman__532__0__unoriented__Raman_Data_RAW__39182,R150015,Microcline,https://rruff.info/R150015,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0223,Microcline__R150015__Raman__780__0__unoriented__Raman_Data_RAW__39184,R150015,Microcline,https://rruff.info/R150015,780.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0225,Orthoclase__R040055__Raman__514__0__unoriented__Raman_Data_RAW__9391,R040055,Orthoclase,https://rruff.info/R040055,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0226,Orthoclase__R040055__Raman__785__0__unoriented__Raman_Data_RAW__15130,R040055,Orthoclase,https://rruff.info/R040055,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0227,Orthoclase__R040055__Raman__532__0__unoriented__Raman_Data_RAW__15132,R040055,Orthoclase,https://rruff.info/R040055,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0228,Orthoclase__R050185__Raman__514__0__unoriented__Raman_Data_RAW__10205,R050185,Orthoclase,https://rruff.info/R050185,514.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0229,Orthoclase__R050185__Raman__532__0__unoriented__Raman_Data_RAW__28160,R050185,Orthoclase,https://rruff.info/R050185,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0230,Orthoclase__R050185__Raman__780__0__unoriented__Raman_Data_RAW__28162,R050185,Orthoclase,https://rruff.info/R050185,780.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0231,Orthoclase__X050124.3__Raman__785__0__unoriented__Raman_Data_Processed__6629,X050124,Orthoclase,https://rruff.info/X050124,785.0,The identification of this mineral has been determined only by Raman spectroscopy,K-Feldspar,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0232,Orthoclase__X050125__Raman__785__0__unoriented__Raman_Data_Processed__6631,X050125,Orthoclase,https://rruff.info/X050125,785.0,The identification of this mineral has been determined only by Raman spectroscopy,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0233,Orthoclase__X050126__Raman__785__0__unoriented__Raman_Data_Processed__6632,X050126,Orthoclase,https://rruff.info/X050126,785.0,The identification of this mineral has been determined only by Raman spectroscopy,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0234,Orthoclase__X050123.4__Raman__785__0__unoriented__Raman_Data_Processed__5992,X050123,Orthoclase,https://rruff.info/X050123,785.0,The identification of this mineral has been determined only by Raman spectroscopy,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0235,Orthoclase__R050367__Raman__532__0__unoriented__Raman_Data_RAW__29606,R050367,Orthoclase,https://rruff.info/R050367,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0236,Orthoclase__R050367__Raman__780__0__unoriented__Raman_Data_RAW__29608,R050367,Orthoclase,https://rruff.info/R050367,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0237,Orthoclase__R060077__Raman__532__0__unoriented__Raman_Data_RAW__27545,R060077,Orthoclase,https://rruff.info/R060077,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,val,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0238,Orthoclase__R070001__Raman__532__0__unoriented__Raman_Data_RAW__16777,R070001,Orthoclase,https://rruff.info/R070001,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0239,Orthoclase__R070001__Raman__785__0__unoriented__Raman_Data_RAW__16779,R070001,Orthoclase,https://rruff.info/R070001,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0240,Orthoclase__R150014__Raman__532__0__unoriented__Raman_Data_RAW__39207,R150014,Orthoclase,https://rruff.info/R150014,532.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0241,Orthoclase__R150014__Raman__780__0__unoriented__Raman_Data_RAW__39209,R150014,Orthoclase,https://rruff.info/R150014,780.0,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,K-Feldspar,test,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0246,Sanidine__X050140__Raman__785__0__unoriented__Raman_Data_Processed__6659,X050140,Sanidine,https://rruff.info/X050140,785.0,The identification of this mineral has been determined by Raman spectroscopy and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,verified_public_database_record
PARENT_0247,Sanidine__R060313__Raman__532__0__unoriented__Raman_Data_RAW__34072,R060313,Sanidine,https://rruff.info/R060313,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0248,Sanidine__R060313__Raman__780__0__unoriented__Raman_Data_RAW__34074,R060313,Sanidine,https://rruff.info/R060313,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,K-Feldspar,train,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,verified_public_database_record
PARENT_0618,Annite__R060204__Raman__514__0__unoriented__Raman_Data_RAW__8408,R060204,Annite,https://rruff.info/R060204,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,val,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0619,Annite__R060204__Raman__532__0__unoriented__Raman_Data_RAW__33303,R060204,Annite,https://rruff.info/R060204,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,val,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0620,Annite__R060204__Raman__780__0__unoriented__Raman_Data_RAW__33305,R060204,Annite,https://rruff.info/R060204,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,val,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0621,Annite__R060211__Raman__532__0__unoriented__Raman_Data_RAW__39792,R060211,Annite,https://rruff.info/R060211,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0622,Annite__R060211__Raman__780__0__unoriented__Raman_Data_RAW__39794,R060211,Annite,https://rruff.info/R060211,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0671,Kinoshitalite__R070656__Raman__780__0__unoriented__Raman_Data_RAW__23928,R070656,Kinoshitalite,https://rruff.info/R070656,780.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0672,Kinoshitalite__R070656__Raman__532__0__unoriented__Raman_Data_RAW__23930,R070656,Kinoshitalite,https://rruff.info/R070656,532.0,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0677,Margarite__R060839__Raman__532__0__unoriented__Raman_Data_RAW__12926,R060839,Margarite,https://rruff.info/R060839,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0678,Margarite__R060839__Raman__785__0__unoriented__Raman_Data_RAW__16831,R060839,Margarite,https://rruff.info/R060839,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0685,Muscovite__R040104__Raman__514__0__unoriented__Raman_Data_RAW__9500,R040104,Muscovite,https://rruff.info/R040104,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0686,Muscovite__R040104__Raman__532__0__unoriented__Raman_Data_RAW__15840,R040104,Muscovite,https://rruff.info/R040104,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0687,Muscovite__R040104__Raman__785__0__unoriented__Raman_Data_RAW__15842,R040104,Muscovite,https://rruff.info/R040104,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0688,Muscovite__R040108__Raman__514__0__unoriented__Raman_Data_RAW__9508,R040108,Muscovite,https://rruff.info/R040108,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0689,Muscovite__R040108__Raman__532__0__unoriented__Raman_Data_RAW__19539,R040108,Muscovite,https://rruff.info/R040108,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0690,Muscovite__R040108__Raman__785__0__unoriented__Raman_Data_RAW__19541,R040108,Muscovite,https://rruff.info/R040108,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0691,Muscovite__R040124__Raman__514__0__unoriented__Raman_Data_RAW__9534,R040124,Muscovite,https://rruff.info/R040124,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0692,Muscovite__R040124__Raman__785__0__unoriented__Raman_Data_RAW__19730,R040124,Muscovite,https://rruff.info/R040124,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0693,Muscovite__R040124__Raman__532__0__unoriented__Raman_Data_RAW__19731,R040124,Muscovite,https://rruff.info/R040124,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0694,Muscovite__R050080__Raman__514__0__unoriented__Raman_Data_RAW__10045,R050080,Muscovite,https://rruff.info/R050080,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0695,Muscovite__R050080__Raman__532__0__unoriented__Raman_Data_RAW__21444,R050080,Muscovite,https://rruff.info/R050080,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0696,Muscovite__R050080__Raman__785__0__unoriented__Raman_Data_RAW__21446,R050080,Muscovite,https://rruff.info/R050080,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0697,Muscovite__R050188__Raman__514__0__unoriented__Raman_Data_RAW__10209,R050188,Muscovite,https://rruff.info/R050188,514.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,val,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0698,Muscovite__R050188__Raman__532__0__unoriented__Raman_Data_RAW__30078,R050188,Muscovite,https://rruff.info/R050188,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,val,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0699,Muscovite__R050188__Raman__780__0__unoriented__Raman_Data_RAW__30080,R050188,Muscovite,https://rruff.info/R050188,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,val,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0700,Muscovite__R050198__Raman__532__0__unoriented__Raman_Data_RAW__30431,R050198,Muscovite,https://rruff.info/R050198,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0701,Muscovite__R050198__Raman__780__0__unoriented__Raman_Data_RAW__30433,R050198,Muscovite,https://rruff.info/R050198,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0702,Muscovite__X050119__Raman__785__0__unoriented__Raman_Data_Processed__6616,X050119,Muscovite,https://rruff.info/X050119,785.0,The identification of this mineral has been determined only by Raman spectroscopy,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0703,Muscovite__R060182__Raman__532__0__unoriented__Raman_Data_RAW__33205,R060182,Muscovite,https://rruff.info/R060182,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0704,Muscovite__R060182__Raman__780__0__unoriented__Raman_Data_RAW__33207,R060182,Muscovite,https://rruff.info/R060182,780.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0705,Muscovite__R060266__Raman__532__0__unoriented__Raman_Data_RAW__33981,R060266,Muscovite,https://rruff.info/R060266,532.0,The identification of this mineral has been made only by X-ray diffraction.,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0706,Muscovite__R060266__Raman__780__0__unoriented__Raman_Data_RAW__33983,R060266,Muscovite,https://rruff.info/R060266,780.0,The identification of this mineral has been made only by X-ray diffraction.,Mica,train,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0707,Muscovite__R061120__Raman__532__0__unoriented__Raman_Data_RAW__16359,R061120,Muscovite,https://rruff.info/R061120,532.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,test,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0708,Muscovite__R061120__Raman__785__0__unoriented__Raman_Data_RAW__18684,R061120,Muscovite,https://rruff.info/R061120,785.0,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,Mica,test,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0709,Muscovite__R100147__Raman__532__0__unoriented__Raman_Data_RAW__34575,R100147,Muscovite,https://rruff.info/R100147,532.0,The identification of this mineral is not yet confirmed.,Mica,test,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
PARENT_0710,Muscovite__R100147__Raman__780__0__unoriented__Raman_Data_RAW__34573,R100147,Muscovite,https://rruff.info/R100147,780.0,The identification of this mineral is not yet confirmed.,Mica,test,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy; visible/NIR Raman used for DUV transfer; document excitation-domain limitation,review_taxonomy_and_reference_quality,public_database_record_qc_flagged
