spectrum_id,file_name_clean,major_category,subtype_label,source_type,source_id,parent_group,split_main,split_zero_shot_protocol,qc_status
PARENT_0227,Orthoclase__R040055__Raman__532__0__unoriented__Raman_Data_RAW__15132,K-Feldspar,Orthoclase,RRUFF database,R040055,RRUFF database__R040055,train,earth_train_pool,include_pending_manual_review
PARENT_0228,Orthoclase__R050185__Raman__514__0__unoriented__Raman_Data_RAW__10205,K-Feldspar,Orthoclase,RRUFF database,R050185,RRUFF database__R050185,val,earth_train_pool,include_pending_manual_review
PARENT_0229,Orthoclase__R050185__Raman__532__0__unoriented__Raman_Data_RAW__28160,K-Feldspar,Orthoclase,RRUFF database,R050185,RRUFF database__R050185,val,earth_train_pool,include_pending_manual_review
PARENT_0230,Orthoclase__R050185__Raman__780__0__unoriented__Raman_Data_RAW__28162,K-Feldspar,Orthoclase,RRUFF database,R050185,RRUFF database__R050185,val,earth_train_pool,include_pending_manual_review
PARENT_0231,Orthoclase__X050124.3__Raman__785__0__unoriented__Raman_Data_Processed__6629,K-Feldspar,Orthoclase,RRUFF database,X050124.3,RRUFF database__X050124.3,test,earth_train_pool,include_pending_manual_review
PARENT_0232,Orthoclase__X050125__Raman__785__0__unoriented__Raman_Data_Processed__6631,K-Feldspar,Orthoclase,RRUFF database,X050125,RRUFF database__X050125,train,earth_train_pool,include_pending_manual_review
PARENT_0233,Orthoclase__X050126__Raman__785__0__unoriented__Raman_Data_Processed__6632,K-Feldspar,Orthoclase,RRUFF database,X050126,RRUFF database__X050126,train,earth_train_pool,include_pending_manual_review
PARENT_0234,Orthoclase__X050123.4__Raman__785__0__unoriented__Raman_Data_Processed__5992,K-Feldspar,Orthoclase,RRUFF database,X050123.4,RRUFF database__X050123.4,train,earth_train_pool,include_pending_manual_review
PARENT_0235,Orthoclase__R050367__Raman__532__0__unoriented__Raman_Data_RAW__29606,K-Feldspar,Orthoclase,RRUFF database,R050367,RRUFF database__R050367,train,earth_train_pool,include_pending_manual_review
PARENT_0236,Orthoclase__R050367__Raman__780__0__unoriented__Raman_Data_RAW__29608,K-Feldspar,Orthoclase,RRUFF database,R050367,RRUFF database__R050367,train,earth_train_pool,include_pending_manual_review
PARENT_0237,Orthoclase__R060077__Raman__532__0__unoriented__Raman_Data_RAW__27545,K-Feldspar,Orthoclase,RRUFF database,R060077,RRUFF database__R060077,val,earth_train_pool,include_pending_manual_review
PARENT_0238,Orthoclase__R070001__Raman__532__0__unoriented__Raman_Data_RAW__16777,K-Feldspar,Orthoclase,RRUFF database,R070001,RRUFF database__R070001,train,earth_train_pool,include_pending_manual_review
PARENT_0239,Orthoclase__R070001__Raman__785__0__unoriented__Raman_Data_RAW__16779,K-Feldspar,Orthoclase,RRUFF database,R070001,RRUFF database__R070001,train,earth_train_pool,include_pending_manual_review
PARENT_0240,Orthoclase__R150014__Raman__532__0__unoriented__Raman_Data_RAW__39207,K-Feldspar,Orthoclase,RRUFF database,R150014,RRUFF database__R150014,test,earth_train_pool,include_pending_manual_review
PARENT_0241,Orthoclase__R150014__Raman__780__0__unoriented__Raman_Data_RAW__39209,K-Feldspar,Orthoclase,RRUFF database,R150014,RRUFF database__R150014,test,earth_train_pool,include_pending_manual_review
PARENT_0242,Reedmergnerite__R060096__Raman__532__0__unoriented__Raman_Data_RAW__27641,Other Silicates,Reedmergnerite,RRUFF database,R060096,RRUFF database__R060096,val,earth_train_pool,include_pending_manual_review
PARENT_0243,Reedmergnerite__R060096__Raman__780__0__unoriented__Raman_Data_RAW__27643,Other Silicates,Reedmergnerite,RRUFF database,R060096,RRUFF database__R060096,val,earth_train_pool,include_pending_manual_review
PARENT_0244,Rubicline__R070044__Raman__785__0__unoriented__Raman_Data_RAW__17304,Other Silicates,Rubicline,RRUFF database,R070044,RRUFF database__R070044,test,earth_train_pool,include_pending_manual_review
PARENT_0245,Rubicline__R070044__Raman__532__0__unoriented__Raman_Data_RAW__17306,Other Silicates,Rubicline,RRUFF database,R070044,RRUFF database__R070044,test,earth_train_pool,include_pending_manual_review
PARENT_0246,Sanidine__X050140__Raman__785__0__unoriented__Raman_Data_Processed__6659,K-Feldspar,Sanidine,RRUFF database,X050140,RRUFF database__X050140,train,earth_train_pool,include_pending_manual_review
PARENT_0247,Sanidine__R060313__Raman__532__0__unoriented__Raman_Data_RAW__34072,K-Feldspar,Sanidine,RRUFF database,R060313,RRUFF database__R060313,train,earth_train_pool,include_pending_manual_review
PARENT_0248,Sanidine__R060313__Raman__780__0__unoriented__Raman_Data_RAW__34074,K-Feldspar,Sanidine,RRUFF database,R060313,RRUFF database__R060313,train,earth_train_pool,include_pending_manual_review
PARENT_0249,Fayalite__X050076.4__Raman__785__0__unoriented__Raman_Data_Processed__6546,Olivine,Fayalite,RRUFF database,X050076.4,RRUFF database__X050076.4,val,earth_train_pool,include_pending_manual_review
PARENT_0250,Fayalite__X050077__Raman__514__0__unoriented__Raman_Data_Processed__6563,Olivine,Fayalite,RRUFF database,X050077,RRUFF database__X050077,train,earth_train_pool,include_pending_manual_review
PARENT_0251,Fayalite__R070157__Raman__785__0__unoriented__Raman_Data_RAW__19276,Olivine,Fayalite,RRUFF database,R070157,RRUFF database__R070157,val,earth_train_pool,include_pending_manual_review
PARENT_0252,Fayalite__R070157__Raman__532__0__unoriented__Raman_Data_RAW__19278,Olivine,Fayalite,RRUFF database,R070157,RRUFF database__R070157,val,earth_train_pool,include_pending_manual_review
PARENT_0253,Fayalite__R070374__Raman__785__0__unoriented__Raman_Data_RAW__20054,Olivine,Fayalite,RRUFF database,R070374,RRUFF database__R070374,val,earth_train_pool,include_pending_manual_review
PARENT_0254,Fayalite__R070374__Raman__532__0__unoriented__Raman_Data_RAW__20056,Olivine,Fayalite,RRUFF database,R070374,RRUFF database__R070374,val,earth_train_pool,include_pending_manual_review
PARENT_0255,Fayalite__R070293__Raman__532__0__unoriented__Raman_Data_RAW__20365,Olivine,Fayalite,RRUFF database,R070293,RRUFF database__R070293,train,earth_train_pool,include_pending_manual_review
PARENT_0256,Fayalite__R070293__Raman__785__0__unoriented__Raman_Data_RAW__20367,Olivine,Fayalite,RRUFF database,R070293,RRUFF database__R070293,train,earth_train_pool,include_pending_manual_review
PARENT_0257,Fayalite__R100102__Raman__532__0__unoriented__Raman_Data_RAW__34377,Olivine,Fayalite,RRUFF database,R100102,RRUFF database__R100102,val,earth_train_pool,include_pending_manual_review
PARENT_0258,Fayalite__R100102__Raman__780__0__unoriented__Raman_Data_RAW__34379,Olivine,Fayalite,RRUFF database,R100102,RRUFF database__R100102,val,earth_train_pool,include_pending_manual_review
PARENT_0259,Fayalite__R100103__Raman__532__0__unoriented__Raman_Data_RAW__34369,Olivine,Fayalite,RRUFF database,R100103,RRUFF database__R100103,train,earth_train_pool,include_pending_manual_review
PARENT_0260,Fayalite__R100103__Raman__780__0__unoriented__Raman_Data_RAW__34371,Olivine,Fayalite,RRUFF database,R100103,RRUFF database__R100103,train,earth_train_pool,include_pending_manual_review
PARENT_0261,Fayalite__R100104__Raman__532__0__unoriented__Raman_Data_RAW__34381,Olivine,Fayalite,RRUFF database,R100104,RRUFF database__R100104,test,earth_train_pool,include_pending_manual_review
PARENT_0262,Forsterite__R040018__Raman__514__0__unoriented__Raman_Data_RAW__9283,Olivine,Forsterite,RRUFF database,R040018,RRUFF database__R040018,train,earth_train_pool,include_pending_manual_review
PARENT_0263,Forsterite__R040018__Raman__532__0__unoriented__Raman_Data_RAW__26074,Olivine,Forsterite,RRUFF database,R040018,RRUFF database__R040018,train,earth_train_pool,include_pending_manual_review
PARENT_0264,Forsterite__R040018__Raman__780__0__unoriented__Raman_Data_RAW__26076,Olivine,Forsterite,RRUFF database,R040018,RRUFF database__R040018,train,earth_train_pool,include_pending_manual_review
PARENT_0265,Forsterite__R040052__Raman__514__0__unoriented__Raman_Data_RAW__9349,Olivine,Forsterite,RRUFF database,R040052,RRUFF database__R040052,train,earth_train_pool,include_pending_manual_review
PARENT_0266,Forsterite__R040052__Raman__532__0__unoriented__Raman_Data_RAW__15116,Olivine,Forsterite,RRUFF database,R040052,RRUFF database__R040052,train,earth_train_pool,include_pending_manual_review
PARENT_0267,Forsterite__R040052__Raman__785__0__unoriented__Raman_Data_RAW__15118,Olivine,Forsterite,RRUFF database,R040052,RRUFF database__R040052,train,earth_train_pool,include_pending_manual_review
PARENT_0268,Forsterite__R040057__Raman__514__0__unoriented__Raman_Data_RAW__9395,Olivine,Forsterite,RRUFF database,R040057,RRUFF database__R040057,train,earth_train_pool,include_pending_manual_review
PARENT_0269,Forsterite__R040057__Raman__780__0__unoriented__Raman_Data_RAW__31759,Olivine,Forsterite,RRUFF database,R040057,RRUFF database__R040057,train,earth_train_pool,include_pending_manual_review
PARENT_0270,Forsterite__R040057__Raman__532__0__unoriented__Raman_Data_RAW__31756,Olivine,Forsterite,RRUFF database,R040057,RRUFF database__R040057,train,earth_train_pool,include_pending_manual_review
PARENT_0271,Forsterite__R050117__Raman__514__0__unoriented__Raman_Data_RAW__10107,Olivine,Forsterite,RRUFF database,R050117,RRUFF database__R050117,train,earth_train_pool,include_pending_manual_review
PARENT_0272,Forsterite__R050117__Raman__532__0__unoriented__Raman_Data_RAW__31763,Olivine,Forsterite,RRUFF database,R050117,RRUFF database__R050117,train,earth_train_pool,include_pending_manual_review
PARENT_0273,Forsterite__R050117__Raman__780__0__unoriented__Raman_Data_RAW__31761,Olivine,Forsterite,RRUFF database,R050117,RRUFF database__R050117,train,earth_train_pool,include_pending_manual_review
PARENT_0274,Forsterite__X050080.4__Raman__785__0__unoriented__Raman_Data_Processed__6549,Olivine,Forsterite,RRUFF database,X050080.4,RRUFF database__X050080.4,train,earth_train_pool,include_pending_manual_review
PARENT_0275,Forsterite__X050081__Raman__785__0__unoriented__Raman_Data_Processed__6550,Olivine,Forsterite,RRUFF database,X050081,RRUFF database__X050081,train,earth_train_pool,include_pending_manual_review
PARENT_0276,Forsterite__X050082__Raman__785__0__unoriented__Raman_Data_Processed__6551,Olivine,Forsterite,RRUFF database,X050082,RRUFF database__X050082,train,earth_train_pool,include_pending_manual_review
PARENT_0277,Forsterite__X050085__Raman__785__0__unoriented__Raman_Data_Processed__6556,Olivine,Forsterite,RRUFF database,X050085,RRUFF database__X050085,test,earth_train_pool,include_pending_manual_review
PARENT_0278,Forsterite__X050086__Raman__785__0__unoriented__Raman_Data_Processed__6557,Olivine,Forsterite,RRUFF database,X050086,RRUFF database__X050086,train,earth_train_pool,include_pending_manual_review
PARENT_0279,Forsterite__X050087__Raman__785__0__unoriented__Raman_Data_Processed__6558,Olivine,Forsterite,RRUFF database,X050087,RRUFF database__X050087,train,earth_train_pool,include_pending_manual_review
PARENT_0280,Forsterite__X050088__Raman__785__0__unoriented__Raman_Data_Processed__6559,Olivine,Forsterite,RRUFF database,X050088,RRUFF database__X050088,train,earth_train_pool,include_pending_manual_review
PARENT_0281,Forsterite__X050089.4__Raman__785__0__unoriented__Raman_Data_Processed__6561,Olivine,Forsterite,RRUFF database,X050089.4,RRUFF database__X050089.4,val,earth_train_pool,include_pending_manual_review
PARENT_0282,Forsterite__X050090.4__Raman__514__0__unoriented__Raman_Data_Processed__6567,Olivine,Forsterite,RRUFF database,X050090.4,RRUFF database__X050090.4,train,earth_train_pool,include_pending_manual_review
PARENT_0283,Forsterite__R060539__Raman__532__0__unoriented__Raman_Data_RAW__31766,Olivine,Forsterite,RRUFF database,R060539,RRUFF database__R060539,val,earth_train_pool,include_pending_manual_review
PARENT_0284,Forsterite__R060539__Raman__780__0__unoriented__Raman_Data_RAW__31768,Olivine,Forsterite,RRUFF database,R060539,RRUFF database__R060539,val,earth_train_pool,include_pending_manual_review
PARENT_0285,Forsterite__R060535__Raman__532__0__unoriented__Raman_Data_RAW__31772,Olivine,Forsterite,RRUFF database,R060535,RRUFF database__R060535,train,earth_train_pool,include_pending_manual_review
PARENT_0286,Forsterite__R060551__Raman__532__0__unoriented__Raman_Data_RAW__31774,Olivine,Forsterite,RRUFF database,R060551,RRUFF database__R060551,val,earth_train_pool,include_pending_manual_review
PARENT_0287,Forsterite__R060551__Raman__780__0__unoriented__Raman_Data_RAW__31776,Olivine,Forsterite,RRUFF database,R060551,RRUFF database__R060551,val,earth_train_pool,include_pending_manual_review
PARENT_0288,Forsterite__R100099__Raman__532__0__unoriented__Raman_Data_RAW__34357,Olivine,Forsterite,RRUFF database,R100099,RRUFF database__R100099,train,earth_train_pool,include_pending_manual_review
PARENT_0289,Forsterite__R100099__Raman__780__0__unoriented__Raman_Data_RAW__34359,Olivine,Forsterite,RRUFF database,R100099,RRUFF database__R100099,train,earth_train_pool,include_pending_manual_review
PARENT_0290,Forsterite__R100100__Raman__532__0__unoriented__Raman_Data_RAW__34361,Olivine,Forsterite,RRUFF database,R100100,RRUFF database__R100100,test,earth_train_pool,include_pending_manual_review
PARENT_0291,Forsterite__R100100__Raman__780__0__unoriented__Raman_Data_RAW__34363,Olivine,Forsterite,RRUFF database,R100100,RRUFF database__R100100,test,earth_train_pool,include_pending_manual_review
PARENT_0292,Forsterite__R100101__Raman__532__0__unoriented__Raman_Data_RAW__34365,Olivine,Forsterite,RRUFF database,R100101,RRUFF database__R100101,train,earth_train_pool,include_pending_manual_review
PARENT_0293,Forsterite__R100101__Raman__780__0__unoriented__Raman_Data_RAW__34367,Olivine,Forsterite,RRUFF database,R100101,RRUFF database__R100101,train,earth_train_pool,include_pending_manual_review
PARENT_0294,Forsterite__R100140__Raman__532__0__unoriented__Raman_Data_RAW__34543,Olivine,Forsterite,RRUFF database,R100140,RRUFF database__R100140,val,earth_train_pool,include_pending_manual_review
PARENT_0295,Forsterite__R100140__Raman__780__0__unoriented__Raman_Data_RAW__34545,Olivine,Forsterite,RRUFF database,R100140,RRUFF database__R100140,val,earth_train_pool,include_pending_manual_review
PARENT_0296,Ardealite__R060233__Raman__532__0__unoriented__Raman_Data_Processed__33447,Phosphate,Ardealite,RRUFF database,R060233,RRUFF database__R060233,test,earth_train_pool,include_pending_manual_review
PARENT_0297,Ardealite__R060233__Raman__532__0__unoriented__Raman_Data_RAW__33446,Phosphate,Ardealite,RRUFF database,R060233,RRUFF database__R060233,test,earth_train_pool,include_pending_manual_review
PARENT_0298,Ardealite__R060233__Raman__780__0__unoriented__Raman_Data_RAW__33448,Phosphate,Ardealite,RRUFF database,R060233,RRUFF database__R060233,test,earth_train_pool,include_pending_manual_review
PARENT_0299,Brushite__R070554__Raman__532__0__unoriented__Raman_Data_RAW__22918,Phosphate,Brushite,RRUFF database,R070554,RRUFF database__R070554,test,earth_train_pool,include_pending_manual_review
PARENT_0300,Brushite__R070554__Raman__785__0__unoriented__Raman_Data_RAW__22920,Phosphate,Brushite,RRUFF database,R070554,RRUFF database__R070554,test,earth_train_pool,include_pending_manual_review
PARENT_0301,ChurchiteY__R050421__Raman__532__0__unoriented__Raman_Data_RAW__7251,Phosphate,Churchite-(Y),RRUFF database,R050421,RRUFF database__R050421,train,earth_train_pool,include_pending_manual_review
PARENT_0302,ChurchiteY__R060424__Raman__532__0__unoriented__Raman_Data_RAW__34969,Phosphate,Churchite-(Y),RRUFF database,R060424,RRUFF database__R060424,train,earth_train_pool,include_pending_manual_review
PARENT_0303,ChurchiteY__R060424__Raman__780__0__unoriented__Raman_Data_RAW__34971,Phosphate,Churchite-(Y),RRUFF database,R060424,RRUFF database__R060424,train,earth_train_pool,include_pending_manual_review
PARENT_0304,Gypsum__R040029__Raman__514__0__unoriented__Raman_Data_RAW__9307,Sulfate,Gypsum,RRUFF database,R040029,RRUFF database__R040029,train,earth_train_pool,include_pending_manual_review
PARENT_0305,Gypsum__R040029__Raman__780__0__unoriented__Raman_Data_RAW__26329,Sulfate,Gypsum,RRUFF database,R040029,RRUFF database__R040029,train,earth_train_pool,include_pending_manual_review
PARENT_0306,Gypsum__R040029__Raman__532__0__unoriented__Raman_Data_RAW__26331,Sulfate,Gypsum,RRUFF database,R040029,RRUFF database__R040029,train,earth_train_pool,include_pending_manual_review
PARENT_0307,Gypsum__X050096__Raman__785__0__unoriented__Raman_Data_Processed__6575,Sulfate,Gypsum,RRUFF database,X050096,RRUFF database__X050096,train,earth_train_pool,include_pending_manual_review
PARENT_0308,Gypsum__X050097__Raman__785__0__unoriented__Raman_Data_Processed__6576,Sulfate,Gypsum,RRUFF database,X050097,RRUFF database__X050097,val,earth_train_pool,include_pending_manual_review
PARENT_0309,Gypsum__X050098__Raman__785__0__unoriented__Raman_Data_Processed__6577,Sulfate,Gypsum,RRUFF database,X050098,RRUFF database__X050098,train,earth_train_pool,include_pending_manual_review
PARENT_0310,Gypsum__X050099__Raman__785__0__unoriented__Raman_Data_Processed__6578,Sulfate,Gypsum,RRUFF database,X050099,RRUFF database__X050099,train,earth_train_pool,include_pending_manual_review
PARENT_0311,Gypsum__R060509__Raman__532__0__unoriented__Raman_Data_RAW__39075,Sulfate,Gypsum,RRUFF database,R060509,RRUFF database__R060509,train,earth_train_pool,include_pending_manual_review
PARENT_0312,Gypsum__R060509__Raman__780__0__unoriented__Raman_Data_RAW__39077,Sulfate,Gypsum,RRUFF database,R060509,RRUFF database__R060509,train,earth_train_pool,include_pending_manual_review
PARENT_0313,Pharmacolite__R050537__Raman__532__0__unoriented__Raman_Data_RAW__32235,Phosphate,Pharmacolite,RRUFF database,R050537,RRUFF database__R050537,val,earth_train_pool,include_pending_manual_review
PARENT_0314,Pharmacolite__R050537__Raman__780__0__unoriented__Raman_Data_RAW__32233,Phosphate,Pharmacolite,RRUFF database,R050537,RRUFF database__R050537,val,earth_train_pool,include_pending_manual_review
PARENT_0315,Pharmacolite__R070517__Raman__532__0__unoriented__Raman_Data_RAW__22506,Phosphate,Pharmacolite,RRUFF database,R070517,RRUFF database__R070517,train,earth_train_pool,include_pending_manual_review
PARENT_0316,Pharmacolite__R070517__Raman__785__0__unoriented__Raman_Data_RAW__22508,Phosphate,Pharmacolite,RRUFF database,R070517,RRUFF database__R070517,train,earth_train_pool,include_pending_manual_review
PARENT_0317,Colemanite__R050102__Raman__514__0__unoriented__Raman_Data_RAW__10079,Borate,Colemanite,RRUFF database,R050102,RRUFF database__R050102,train,earth_train_pool,include_pending_manual_review
PARENT_0318,Colemanite__R050102__Raman__532__0__unoriented__Raman_Data_RAW__26996,Borate,Colemanite,RRUFF database,R050102,RRUFF database__R050102,train,earth_train_pool,include_pending_manual_review
PARENT_0319,Colemanite__R050102__Raman__780__0__unoriented__Raman_Data_RAW__26998,Borate,Colemanite,RRUFF database,R050102,RRUFF database__R050102,train,earth_train_pool,include_pending_manual_review
PARENT_0320,Colemanite__X050040__Raman__785__0__unoriented__Raman_Data_Processed__6467,Borate,Colemanite,RRUFF database,X050040,RRUFF database__X050040,val,earth_train_pool,include_pending_manual_review
PARENT_0321,Colemanite__R050331__Raman__532__0__unoriented__Raman_Data_RAW__28919,Borate,Colemanite,RRUFF database,R050331,RRUFF database__R050331,train,earth_train_pool,include_pending_manual_review
PARENT_0322,Colemanite__R050331__Raman__780__0__unoriented__Raman_Data_RAW__28916,Borate,Colemanite,RRUFF database,R050331,RRUFF database__R050331,train,earth_train_pool,include_pending_manual_review
PARENT_0323,Kernite__R050661__Raman__532__0__unoriented__Raman_Data_RAW__32852,Borate,Kernite,RRUFF database,R050661,RRUFF database__R050661,train,earth_train_pool,include_pending_manual_review
PARENT_0324,Ulexite__R050062__Raman__514__0__unoriented__Raman_Data_RAW__11042,Borate,Ulexite,RRUFF database,R050062,RRUFF database__R050062,train,earth_train_pool,include_pending_manual_review
PARENT_0325,Ulexite__R050062__Raman__785__0__unoriented__Raman_Data_RAW__21225,Borate,Ulexite,RRUFF database,R050062,RRUFF database__R050062,train,earth_train_pool,include_pending_manual_review
PARENT_0326,Ulexite__X050174__Raman__785__0__unoriented__Raman_Data_Processed__6712.rruff,Borate,Ulexite,RRUFF database,X050174,RRUFF database__X050174,train,earth_train_pool,include_pending_manual_review
PARENT_0327,Ulexite__R050491__Raman__532__0__unoriented__Raman_Data_RAW__31647,Borate,Ulexite,RRUFF database,R050491,RRUFF database__R050491,train,earth_train_pool,include_pending_manual_review
PARENT_0328,Ulexite__R050491__Raman__780__0__unoriented__Raman_Data_RAW__31649,Borate,Ulexite,RRUFF database,R050491,RRUFF database__R050491,train,earth_train_pool,include_pending_manual_review
PARENT_0329,Aragonite__R040078__Raman__514__0__unoriented__Raman_Data_RAW__9444,Carbonate,Aragonite,RRUFF database,R040078,RRUFF database__R040078,train,earth_train_pool,include_pending_manual_review
PARENT_0330,Aragonite__R040078__Raman__532__0__unoriented__Raman_Data_RAW__15665,Carbonate,Aragonite,RRUFF database,R040078,RRUFF database__R040078,train,earth_train_pool,include_pending_manual_review
PARENT_0331,Aragonite__R040078__Raman__785__0__unoriented__Raman_Data_RAW__15667,Carbonate,Aragonite,RRUFF database,R040078,RRUFF database__R040078,train,earth_train_pool,include_pending_manual_review
PARENT_0332,Aragonite__X050023__Raman__785__0__unoriented__Raman_Data_Processed__6459,Carbonate,Aragonite,RRUFF database,X050023,RRUFF database__X050023,train,earth_train_pool,include_pending_manual_review
PARENT_0333,Aragonite__R060195__Raman__532__0__unoriented__Raman_Data_RAW__33276,Carbonate,Aragonite,RRUFF database,R060195,RRUFF database__R060195,train,earth_train_pool,include_pending_manual_review
PARENT_0334,Aragonite__R060195__Raman__780__0__unoriented__Raman_Data_RAW__33278,Carbonate,Aragonite,RRUFF database,R060195,RRUFF database__R060195,train,earth_train_pool,include_pending_manual_review
PARENT_0335,Aragonite__R080142__Raman__532__0__unoriented__Raman_Data_RAW__30672,Carbonate,Aragonite,RRUFF database,R080142,RRUFF database__R080142,train,earth_train_pool,include_pending_manual_review
PARENT_0336,Aragonite__R080142__Raman__780__0__unoriented__Raman_Data_RAW__30670,Carbonate,Aragonite,RRUFF database,R080142,RRUFF database__R080142,train,earth_train_pool,include_pending_manual_review
PARENT_0337,Aragonite__R150021__Raman__532__0__unoriented__Raman_Data_RAW__38864,Carbonate,Aragonite,RRUFF database,R150021,RRUFF database__R150021,val,earth_train_pool,include_pending_manual_review
PARENT_0338,Aragonite__R150021__Raman__780__0__unoriented__Raman_Data_RAW__38866,Carbonate,Aragonite,RRUFF database,R150021,RRUFF database__R150021,val,earth_train_pool,include_pending_manual_review
PARENT_0339,Calcite__R040070__Raman__532__0__unoriented__Raman_Data_RAW__15329,Carbonate,Calcite,RRUFF database,R040070,RRUFF database__R040070,train,earth_train_pool,include_pending_manual_review
PARENT_0340,Calcite__R040070__Raman__785__0__unoriented__Raman_Data_RAW__15333,Carbonate,Calcite,RRUFF database,R040070,RRUFF database__R040070,train,earth_train_pool,include_pending_manual_review
PARENT_0341,Calcite__R040170__Raman__514__0__unoriented__Raman_Data_RAW__9652,Carbonate,Calcite,RRUFF database,R040170,RRUFF database__R040170,train,earth_train_pool,include_pending_manual_review
PARENT_0342,Calcite__R040170__Raman__532__0__unoriented__Raman_Data_RAW__20885,Carbonate,Calcite,RRUFF database,R040170,RRUFF database__R040170,train,earth_train_pool,include_pending_manual_review
PARENT_0343,Calcite__R040170__Raman__785__0__unoriented__Raman_Data_RAW__20887,Carbonate,Calcite,RRUFF database,R040170,RRUFF database__R040170,train,earth_train_pool,include_pending_manual_review
PARENT_0344,Calcite__R050048__Raman__514__0__unoriented__Raman_Data_RAW__9919,Carbonate,Calcite,RRUFF database,R050048,RRUFF database__R050048,train,earth_train_pool,include_pending_manual_review
PARENT_0345,Calcite__R050048__Raman__532__0__unoriented__Raman_Data_RAW__21179,Carbonate,Calcite,RRUFF database,R050048,RRUFF database__R050048,train,earth_train_pool,include_pending_manual_review
PARENT_0346,Calcite__R050048__Raman__785__0__unoriented__Raman_Data_RAW__21181,Carbonate,Calcite,RRUFF database,R050048,RRUFF database__R050048,train,earth_train_pool,include_pending_manual_review
PARENT_0347,Calcite__R050009__Raman__514__0__unoriented__Raman_Data_RAW__9848,Carbonate,Calcite,RRUFF database,R050009,RRUFF database__R050009,train,earth_train_pool,include_pending_manual_review
PARENT_0348,Calcite__R050009__Raman__785__0__unoriented__Raman_Data_RAW__21024,Carbonate,Calcite,RRUFF database,R050009,RRUFF database__R050009,train,earth_train_pool,include_pending_manual_review
PARENT_0349,Calcite__R050009__Raman__532__0__unoriented__Raman_Data_RAW__21026,Carbonate,Calcite,RRUFF database,R050009,RRUFF database__R050009,train,earth_train_pool,include_pending_manual_review
PARENT_0350,Calcite__R050127__Raman__514__0__unoriented__Raman_Data_RAW__10125,Carbonate,Calcite,RRUFF database,R050127,RRUFF database__R050127,test,earth_train_pool,include_pending_manual_review
PARENT_0351,Calcite__R050127__Raman__780__0__unoriented__Raman_Data_RAW__27191,Carbonate,Calcite,RRUFF database,R050127,RRUFF database__R050127,test,earth_train_pool,include_pending_manual_review
PARENT_0352,Calcite__R050127__Raman__532__0__unoriented__Raman_Data_RAW__27193,Carbonate,Calcite,RRUFF database,R050127,RRUFF database__R050127,test,earth_train_pool,include_pending_manual_review
PARENT_0353,Calcite__R050128__Raman__514__0__unoriented__Raman_Data_RAW__5645,Carbonate,Calcite,RRUFF database,R050128,RRUFF database__R050128,train,earth_train_pool,include_pending_manual_review
PARENT_0354,Calcite__R050128__Raman__532__0__unoriented__Raman_Data_RAW__27264,Carbonate,Calcite,RRUFF database,R050128,RRUFF database__R050128,train,earth_train_pool,include_pending_manual_review
PARENT_0355,Calcite__R050128__Raman__780__0__unoriented__Raman_Data_RAW__27266,Carbonate,Calcite,RRUFF database,R050128,RRUFF database__R050128,train,earth_train_pool,include_pending_manual_review
PARENT_0356,Calcite__R050130__Raman__514__0__unoriented__Raman_Data_RAW__10129,Carbonate,Calcite,RRUFF database,R050130,RRUFF database__R050130,val,earth_train_pool,include_pending_manual_review
PARENT_0357,Calcite__R050130__Raman__532__0__unoriented__Raman_Data_RAW__27272,Carbonate,Calcite,RRUFF database,R050130,RRUFF database__R050130,val,earth_train_pool,include_pending_manual_review
PARENT_0358,Calcite__R050130__Raman__780__0__unoriented__Raman_Data_RAW__27274,Carbonate,Calcite,RRUFF database,R050130,RRUFF database__R050130,val,earth_train_pool,include_pending_manual_review
PARENT_0359,Calcite__X050034__Raman__785__0__unoriented__Raman_Data_Processed__6494,Carbonate,Calcite,RRUFF database,X050034,RRUFF database__X050034,train,earth_train_pool,include_pending_manual_review
PARENT_0360,Calcite__X050035__Raman__785__0__unoriented__Raman_Data_Processed__6495,Carbonate,Calcite,RRUFF database,X050035,RRUFF database__X050035,train,earth_train_pool,include_pending_manual_review
PARENT_0361,Calcite__R050307__Raman__514__0__unoriented__Raman_Data_RAW__10749,Carbonate,Calcite,RRUFF database,R050307,RRUFF database__R050307,train,earth_train_pool,include_pending_manual_review
PARENT_0362,Calcite__R050307__Raman__780__0__unoriented__Raman_Data_RAW__28759,Carbonate,Calcite,RRUFF database,R050307,RRUFF database__R050307,train,earth_train_pool,include_pending_manual_review
PARENT_0363,Calcite__R050307__Raman__532__0__unoriented__Raman_Data_RAW__28761,Carbonate,Calcite,RRUFF database,R050307,RRUFF database__R050307,train,earth_train_pool,include_pending_manual_review
PARENT_0364,Calcite__R150020__Raman__532__0__unoriented__Raman_Data_RAW__38860,Carbonate,Calcite,RRUFF database,R150020,RRUFF database__R150020,test,earth_train_pool,include_pending_manual_review
PARENT_0365,Calcite__R150020__Raman__780__0__unoriented__Raman_Data_RAW__38862,Carbonate,Calcite,RRUFF database,R150020,RRUFF database__R150020,test,earth_train_pool,include_pending_manual_review
PARENT_0366,Calcite__R150075__Raman__532__0__unoriented__Raman_Data_RAW__38606,Carbonate,Calcite,RRUFF database,R150075,RRUFF database__R150075,train,earth_train_pool,include_pending_manual_review
