file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis
Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526,,Rhodochrosite,,,,,,,,Carbonate,Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526,data/spectra/parent/Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526.csv,fallback_augmented_dir_name_match,True,PARENT_0414,Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526.csv,Rhodochrosite,R100002,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,92.6273,1285.38,2475,92.6273-1285.38,74a3d2706d51301b18b4fe7b45acfbe6383b32c0774d79436281cb1051ff1375,RRUFF database__R100002,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Rhodochrosite__R100002__Raman__780__0__unoriented__Raman_Data_RAW__33526.txt,Rhodochrosite,R100002,Mn^2+^CO3,"Wudong mine, Liubao, Guangxi Autonomous Region, China",RRUFF,Marcus Origlieri,Red cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction.,https://rruff.info/R100002,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655,,Rhodochrosite,,,,,,,,Carbonate,Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655,data/spectra/parent/Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655.csv,fallback_augmented_dir_name_match,True,PARENT_0415,Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655.csv,Rhodochrosite,R100162,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,92.4815,1302.6,2511,92.4815-1302.6,685d8f752815de703ac7c418bb21f11027afcc71f710a580fc919d87b037ba6a,RRUFF database__R100162,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Rhodochrosite__R100162__Raman__532__0__unoriented__Raman_Data_RAW__34655.txt,Rhodochrosite,R100162,Mn^2+^CO3,"N'Chwaning mine, Kuruman, Kalahari manganese field, Cape Province, South Africa",RRUFF,William W. Pinch,Reddish-purple cut gemstone,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100162,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657,,Rhodochrosite,,,,,,,,Carbonate,Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657,data/spectra/parent/Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657.csv,fallback_augmented_dir_name_match,True,PARENT_0416,Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657.csv,Rhodochrosite,R100162,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,149.906,1284.81,2355,149.906-1284.81,e5dd2fb984ce647167af9b0bf727930c31946ee54cdfee65078b323254047f81,RRUFF database__R100162,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,test,earth_train_pool,source_rruff_header/Rhodochrosite__R100162__Raman__780__0__unoriented__Raman_Data_RAW__34657.txt,Rhodochrosite,R100162,Mn^2+^CO3,"N'Chwaning mine, Kuruman, Kalahari manganese field, Cape Province, South Africa",RRUFF,William W. Pinch,Reddish-purple cut gemstone,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100162,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315,,Siderite,,,,,,,,Carbonate,Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315,data/spectra/parent/Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315.csv,fallback_augmented_dir_name_match,True,PARENT_0417,Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315.csv,Siderite,R040034,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,135.083,1527.34,1092,135.083-1527.34,23c8533c92d263a40418cb3cfb3692eff265e6874a345f3f7a28c102153f11a7,RRUFF database__R040034,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Siderite__R040034__Raman__514__0__unoriented__Raman_Data_RAW__9315.txt,Siderite,R040034,Fe^2+^CO3,"Pribram, Czech Republic",RRUFF,University of Arizona Mineral Museum,Group of tan colored flattened rhombohedra,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040034,(Fe0.72Mg0.24Mn0.03Ca0.01)Σ=1C1.00O3; CO2 estimated by difference,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348,,Siderite,,,,,,,,Carbonate,Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348,data/spectra/parent/Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348.csv,fallback_augmented_dir_name_match,True,PARENT_0418,Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348.csv,Siderite,R040034,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,123.919,1267.98,2374,123.919-1267.98,bc8ff6ceb45f93bd464bd1de759083270b060f0aaa5a36edc382de9d17b3e45c,RRUFF database__R040034,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Siderite__R040034__Raman__780__0__unoriented__Raman_Data_RAW__26348.txt,Siderite,R040034,Fe^2+^CO3,"Pribram, Czech Republic",RRUFF,University of Arizona Mineral Museum,Group of tan colored flattened rhombohedra,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040034,(Fe0.72Mg0.24Mn0.03Ca0.01)Σ=1C1.00O3; CO2 estimated by difference,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350,,Siderite,,,,,,,,Carbonate,Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350,data/spectra/parent/Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350.csv,fallback_augmented_dir_name_match,True,PARENT_0419,Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350.csv,Siderite,R040034,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,151.26,1283.75,2350,151.26-1283.75,55d03af4d1ea1ec300b8e0f12154ccb0ac4d3e32826bc2d677ad5385744451a6,RRUFF database__R040034,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Siderite__R040034__Raman__532__0__unoriented__Raman_Data_RAW__26350.txt,Siderite,R040034,Fe^2+^CO3,"Pribram, Czech Republic",RRUFF,University of Arizona Mineral Museum,Group of tan colored flattened rhombohedra,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040034,(Fe0.72Mg0.24Mn0.03Ca0.01)Σ=1C1.00O3; CO2 estimated by difference,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663,,Siderite,,,,,,,,Carbonate,Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663,data/spectra/parent/Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663.csv,fallback_augmented_dir_name_match,True,PARENT_0420,Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663.csv,Siderite,X050143,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,Processed,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,209.0,1500.0,1292,209-1500,cdae072e6c23bc03832c5546c9c2e7759f2cf07211cdc0dc16e941a562ec1166,RRUFF database__X050143,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Siderite__X050143__Raman__785__0__unoriented__Raman_Data_Processed__6663.txt,Siderite,X050143,Fe^2+^CO3,"Invigtut, Greenland",Caltech,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050143,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664,,Siderite,,,,,,,,Carbonate,Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664,data/spectra/parent/Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664.csv,fallback_augmented_dir_name_match,True,PARENT_0421,Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664.csv,Siderite,X050144,RRUFF database,Raman,785.0,RRUFF database instrument metadata; verify per RRUFF record,Processed,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,209.0,1500.0,1292,209-1500,6740dce85ba8a3a6999e9cc76b4f1447a5c5a125d5ceacc63e139413661af30d,RRUFF database__X050144,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation; RRUFF processed spectrum; verify processing provenance and avoid mixing incompatible baselines,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Siderite__X050144__Raman__785__0__unoriented__Raman_Data_Processed__6664.txt,Siderite,X050144,Fe^2+^CO3,"near Rio de Janeiro, Brazil",Caltech,CIT,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050144,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682,,Siderite,,,,,,,,Carbonate,Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682,data/spectra/parent/Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682.csv,fallback_augmented_dir_name_match,True,PARENT_0422,Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682.csv,Siderite,X050145,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,108.5,2000.4,772,108.5-2000.4,af745d49cbd62c0723dee7a4385e3f87f0aadbe935d0ea597ae8ccf31b73bb03,RRUFF database__X050145,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,train,earth_train_pool,source_rruff_header/Siderite__X050145__Raman__514__0__unoriented__Raman_Data_RAW__6682.txt,Siderite,X050145,Fe^2+^CO3,,Caltech,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050145,,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944,,Siderite,,,,,,,,Carbonate,Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944,data/spectra/parent/Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944.csv,fallback_augmented_dir_name_match,True,PARENT_0423,Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944.csv,Siderite,R050262,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,108.691,1516.76,1102,108.691-1516.76,d490174033a5eb1ed67406d8965a83d18408db410a18803a297c8a8085bdfb86,RRUFF database__R050262,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Siderite__R050262__Raman__514__0__unoriented__Raman_Data_RAW__10944.txt,Siderite,R050262,Fe^2+^CO3,"Panasqueira mine, Barroca Grande, Beira Baixa, Portugal",RRUFF,Marcus Origlieri,Group of yellowish brown flattened twinned crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050262,(Fe0.71Mg0.24Mn0.05)Σ=1CO3 ; light : (Fe0.60Mg0.36Mn0.04)Σ=1CO3 ; intermediate : (Fe0.54Mg0.42Mn0.04)Σ=1CO3 ; darker : (Mg0.54Fe0.42Mn0.04)Σ=1CO3 darkest = magnesite,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257,,Siderite,,,,,,,,Carbonate,Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257,data/spectra/parent/Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257.csv,fallback_augmented_dir_name_match,True,PARENT_0424,Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257.csv,Siderite,R050262,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.9877,1305.06,2513,93.9877-1305.06,93b2e01d7b7be133444654a46d94275f640afba30eedb9895488267c6f66491f,RRUFF database__R050262,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Siderite__R050262__Raman__532__0__unoriented__Raman_Data_RAW__28257.txt,Siderite,R050262,Fe^2+^CO3,"Panasqueira mine, Barroca Grande, Beira Baixa, Portugal",RRUFF,Marcus Origlieri,Group of yellowish brown flattened twinned crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050262,(Fe0.71Mg0.24Mn0.05)Σ=1CO3 ; light : (Fe0.60Mg0.36Mn0.04)Σ=1CO3 ; intermediate : (Fe0.54Mg0.42Mn0.04)Σ=1CO3 ; darker : (Mg0.54Fe0.42Mn0.04)Σ=1CO3 darkest = magnesite,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259,,Siderite,,,,,,,,Carbonate,Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259,data/spectra/parent/Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259.csv,fallback_augmented_dir_name_match,True,PARENT_0425,Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259.csv,Siderite,R050262,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.155,1285.91,2475,93.155-1285.91,df710185a241b58d417a5b1e3219d6686839152c37ffdbc44b5b40de186aeff6,RRUFF database__R050262,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Siderite__R050262__Raman__780__0__unoriented__Raman_Data_RAW__28259.txt,Siderite,R050262,Fe^2+^CO3,"Panasqueira mine, Barroca Grande, Beira Baixa, Portugal",RRUFF,Marcus Origlieri,Group of yellowish brown flattened twinned crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050262,(Fe0.71Mg0.24Mn0.05)Σ=1CO3 ; light : (Fe0.60Mg0.36Mn0.04)Σ=1CO3 ; intermediate : (Fe0.54Mg0.42Mn0.04)Σ=1CO3 ; darker : (Mg0.54Fe0.42Mn0.04)Σ=1CO3 darkest = magnesite,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799,,Siderite,,,,,,,,Carbonate,Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799,data/spectra/parent/Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799.csv,fallback_augmented_dir_name_match,True,PARENT_0426,Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799.csv,Siderite,R050349,RRUFF database,Raman,514.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,90.587,1521.46,1119,90.587-1521.46,48ea3f848c860d447e98e45001f14c3b74f392f7825b9c68f04d9576e53d1bdc,RRUFF database__R050349,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Siderite__R050349__Raman__514__0__unoriented__Raman_Data_RAW__10799.txt,Siderite,R050349,Fe^2+^CO3,"Litchfield County, Connecticut, USA",RRUFF,California Institute of Technology,Grayish brown rhombohedral cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050349,(Fe0.83Mg0.09Mn0.05Ca0.01)Σ=0.98CO3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279,,Siderite,,,,,,,,Carbonate,Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279,data/spectra/parent/Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279.csv,fallback_augmented_dir_name_match,True,PARENT_0427,Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279.csv,Siderite,R050349,RRUFF database,Raman,532.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,92.8356,1304.39,2514,92.8356-1304.39,cd45d104c9b22f4c5d3b2d66bb16e32cbf11b27e209d0b015831e6de32b9abd8,RRUFF database__R050349,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Siderite__R050349__Raman__532__0__unoriented__Raman_Data_RAW__29279.txt,Siderite,R050349,Fe^2+^CO3,"Litchfield County, Connecticut, USA",RRUFF,California Institute of Technology,Grayish brown rhombohedral cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050349,(Fe0.83Mg0.09Mn0.05Ca0.01)Σ=0.98CO3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281,,Siderite,,,,,,,,Carbonate,Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281,data/spectra/parent/Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281.csv,fallback_augmented_dir_name_match,True,PARENT_0428,Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281.csv,Siderite,R050349,RRUFF database,Raman,780.0,RRUFF database instrument metadata; verify per RRUFF record,RAW,unoriented,RRUFF database mineral specimen,Visible/NIR Raman from RRUFF; excitation wavelength parsed from filename,RRUFF mineral label; retained only after diagnostic band and quality-control review,"Lafuente, B., Downs, R. T., Yang, H., & Stone, N. (2015). The power of databases: The RRUFF project.",RRUFF-style filename with R/X identifier,93.4877,1286.24,2475,93.4877-1286.24,73755c4b356b5b27fa9275e402a915826b892b54ca1c7f37330f454b728f63d4,RRUFF database__R050349,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,visible/NIR Raman used for DUV transfer; document excitation-domain limitation,retain_after_manual_qc,val,earth_train_pool,source_rruff_header/Siderite__R050349__Raman__780__0__unoriented__Raman_Data_RAW__29281.txt,Siderite,R050349,Fe^2+^CO3,"Litchfield County, Connecticut, USA",RRUFF,California Institute of Technology,Grayish brown rhombohedral cleavage fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050349,(Fe0.83Mg0.09Mn0.05Ca0.01)Σ=0.98CO3,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
