dataset_membership,spectrum_id,local_spectrum_path,local_source_file,region,target,scan_name,sheet_name,point_name,mineral_label,major_category,label_basis,reference,product_stem,pds_product_lid,pds_csv_url,pds_label_url,pds_raw_product_lids,pds_intermediate_product_lids,pds_start_date_time,pds_stop_date_time,sol,sclk,sub_sclk,site,drive,sequence,experiment_id,aci_image_number,processing_flags_description
sherloc_region_point_dataset,SHERLOC_REGION_0147,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_15_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_15,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0148,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_16_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_16,carbonate,Carbonate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0149,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_17_label1_Other_Silicate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_17,silicate,Other Silicate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0150,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_18_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_18,carbonate,Carbonate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0151,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_18_label2_Perchlorate_Phosphate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_18,perchlorate/phospate,Perchlorate/Phosphate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type2; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0152,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_20_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_20,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0153,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_21_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_21,carbonate,Carbonate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0154,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_22_label1_Perchlorate_Phosphate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_22,perchlorate/phospate,Perchlorate/Phosphate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0155,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_23_label1_Other_Silicate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_23,silicate,Other Silicate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0156,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_25_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_25,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0157,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_26_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_26,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0158,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_26_label2_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_26,carbonate,Carbonate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type2; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0159,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_28_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_28,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0160,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_29_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_29,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0161,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_31_label1_Olivine.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_31,olivine,Olivine,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
sherloc_region_point_dataset,SHERLOC_REGION_0162,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_32_label1_Carbonate.csv,D:\dyt\raman\metadata\mars\mars\区域\garde\ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03_R1_AllPoints_Raman.csv,garde,Garde,0208_Garde Detail_500_1,detail_500_1.1,Point_32,carbonate,Carbonate,"Point-level mineral class from 标准数据G.xlsx, sheet detail_500_1.1, column minerall_type1; two/three mineral assignments are retained as separate metadata rows.","Corpolongo, A., et al. (2023). SHERLOC Raman mineral class detections of the Mars 2020 crater floor campaign. Journal of Geophysical Research: Planets, 128, e2022JE007455.",ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,urn:nasa:pds:mars2020_sherloc:data_processed:ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00208/ss__0208_0685432333_690rrs__0071836srlc11370w108cgnj03.xml,urn:nasa:pds:mars2020_sherloc:data_raw:ss__0208_0685432333_690epa__0071836srlc11370_108___j.csv,urn:nasa:pds:mars2020_sherloc:data_intermediate:ss__0208_0685432333_690rrs__0071836srlc11370w108cg_j.csv,2021-09-20T17:56:08.396Z,2021-09-20T18:06:42.952Z,0208,0685432333,690,007,1836,srlc11370,1,08,wavelength correction applied; cosmic-ray correction applied; gain correction applied; laser normalization applied
