source_id,file_name_clean,major_category,subtype_label,source_type,excitation_nm,data_level,orientation,rruff_official_id,rruff_official_name,rruff_ideal_chemistry,rruff_measured_chemistry,rruff_locality,rruff_source,rruff_owner,rruff_description,rruff_status,rruff_url,rruff_header_file,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis
X050111,Labradorite__X050111__Raman__785__0__unoriented__Raman_Data_Processed__6605,Plagioclase,Labradorite,RRUFF database,785.0,Processed,unoriented,X050111,Labradorite,Na0.5-0.3Ca0.5-0.7Al1.5-1.7Si2.5-2.3O8,,"Clear Lake, Lake View, Oregon, USA",G.R. Rossman,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050111,source_rruff_header/Labradorite__X050111__Raman__785__0__unoriented__Raman_Data_Processed__6605.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050189,Labradorite__X050189__Raman__785__0__unoriented__Raman_Data_Processed__6638,Plagioclase,Labradorite,RRUFF database,785.0,Processed,unoriented,X050189,Labradorite,Na0.5-0.3Ca0.5-0.7Al1.5-1.7Si2.5-2.3O8,,"Rabbit Hills, Lake County, Oregon, USA",G.R. Rossman,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050189,source_rruff_header/Labradorite__X050189__Raman__785__0__unoriented__Raman_Data_Processed__6638.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040068,Albite__R040068__Raman__514__0__unoriented__Raman_Data_RAW__9426,Plagioclase,Albite,RRUFF database,514.0,RAW,unoriented,R040068,Albite,NaAlSi3O8,(Na0.99Ca0.01)Al1.00(Si0.99Al0.01)3O8,"Harding Pegmatite, Dixon, New Mexico, USA",University of Arizona Mineral Museum,RRUFF,Tan colored crystal fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040068,source_rruff_header/Albite__R040068__Raman__514__0__unoriented__Raman_Data_RAW__9426.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040068,Albite__R040068__Raman__532__0__unoriented__Raman_Data_RAW__15182,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R040068,Albite,NaAlSi3O8,(Na0.99Ca0.01)Al1.00(Si0.99Al0.01)3O8,"Harding Pegmatite, Dixon, New Mexico, USA",University of Arizona Mineral Museum,RRUFF,Tan colored crystal fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040068,source_rruff_header/Albite__R040068__Raman__532__0__unoriented__Raman_Data_RAW__15182.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040068,Albite__R040068__Raman__785__0__unoriented__Raman_Data_RAW__15184,Plagioclase,Albite,RRUFF database,785.0,RAW,unoriented,R040068,Albite,NaAlSi3O8,(Na0.99Ca0.01)Al1.00(Si0.99Al0.01)3O8,"Harding Pegmatite, Dixon, New Mexico, USA",University of Arizona Mineral Museum,RRUFF,Tan colored crystal fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040068,source_rruff_header/Albite__R040068__Raman__785__0__unoriented__Raman_Data_RAW__15184.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040129,Albite__R040129__Raman__514__0__unoriented__Raman_Data_RAW__9550,Plagioclase,Albite,RRUFF database,514.0,RAW,unoriented,R040129,Albite,NaAlSi3O8,(Na0.99K0.01)Al1.00Si3.00O8,"LaChance Quarry, Brunswick, Cumberland County, Maine, USA",Bob Downs,RRUFF,Colorless fragment of a tabular single crystal. Characterized in the study by Che and Zega (2023),The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040129,source_rruff_header/Albite__R040129__Raman__514__0__unoriented__Raman_Data_RAW__9550.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040129,Albite__R040129__Raman__532__0__unoriented__Raman_Data_RAW__19751,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R040129,Albite,NaAlSi3O8,(Na0.99K0.01)Al1.00Si3.00O8,"LaChance Quarry, Brunswick, Cumberland County, Maine, USA",Bob Downs,RRUFF,Colorless fragment of a tabular single crystal. Characterized in the study by Che and Zega (2023),The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040129,source_rruff_header/Albite__R040129__Raman__532__0__unoriented__Raman_Data_RAW__19751.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040129,Albite__R040129__Raman__785__0__unoriented__Raman_Data_RAW__19753,Plagioclase,Albite,RRUFF database,785.0,RAW,unoriented,R040129,Albite,NaAlSi3O8,(Na0.99K0.01)Al1.00Si3.00O8,"LaChance Quarry, Brunswick, Cumberland County, Maine, USA",Bob Downs,RRUFF,Colorless fragment of a tabular single crystal. Characterized in the study by Che and Zega (2023),The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040129,source_rruff_header/Albite__R040129__Raman__785__0__unoriented__Raman_Data_RAW__19753.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050005,Albite__X050005__Raman__785__0__unoriented__Raman_Data_Processed__6442,Plagioclase,Albite,RRUFF database,785.0,Processed,unoriented,X050005,Albite,NaAlSi3O8,,"Blue Lady mine, Chihuahua Valley, San Diego County, California, USA",George R. Rossman,George R. Rossman,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050005,source_rruff_header/Albite__X050005__Raman__785__0__unoriented__Raman_Data_Processed__6442.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050006,Albite__X050006__Raman__785__0__unoriented__Raman_Data_Processed__6443,Plagioclase,Albite,RRUFF database,785.0,Processed,unoriented,X050006,Albite,NaAlSi3O8,,"Kioo Hills, Kenya",George R. Rossman,George R. Rossman,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050006,source_rruff_header/Albite__X050006__Raman__785__0__unoriented__Raman_Data_Processed__6443.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050007,Albite__X050007__Raman__785__0__unoriented__Raman_Data_Processed__6444,Plagioclase,Albite,RRUFF database,785.0,Processed,unoriented,X050007,Albite,NaAlSi3O8,,"New Melones Dam, Calaveras County, California",George R. Rossman,George R. Rossman,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050007,source_rruff_header/Albite__X050007__Raman__785__0__unoriented__Raman_Data_Processed__6444.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050008,Albite__X050008__Raman__785__0__unoriented__Raman_Data_Processed__6445,Plagioclase,Albite,RRUFF database,785.0,Processed,unoriented,X050008,Albite,NaAlSi3O8,,"Pederineira mine, San Jose da Safria, Minas Gerais, Brazil",George R. Rossman,George R. Rossman,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050008,source_rruff_header/Albite__X050008__Raman__785__0__unoriented__Raman_Data_Processed__6445.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050014,Albite__X050014__Raman__785__0__unoriented__Raman_Data_Processed__6453,Plagioclase,Albite,RRUFF database,785.0,Processed,unoriented,X050014,Albite,NaAlSi3O8,Na0.631Ca0.378K0.003Al1.385Si2.614O8,"Sannidal, Norway",George R. Rossman,George R. Rossman,,The identification of this mineral has been determined by Raman spectroscopy and chemical analysis,https://rruff.info/X050014,source_rruff_header/Albite__X050014__Raman__785__0__unoriented__Raman_Data_Processed__6453.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050127,Albite__X050127__Raman__785__0__unoriented__Raman_Data_Processed__6633,Plagioclase,Albite,RRUFF database,785.0,Processed,unoriented,X050127,Albite,NaAlSi3O8,,Madagascar,G.R. Rossman,Caltech,Variety moonstone,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050127,source_rruff_header/Albite__X050127__Raman__785__0__unoriented__Raman_Data_Processed__6633.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050253,Albite__R050253__Raman__514__0__unoriented__Raman_Data_RAW__10663,Plagioclase,Albite,RRUFF database,514.0,RAW,unoriented,R050253,Albite,NaAlSi3O8,(Na0.99Ca0.01)Al1.00(Si0.99Al0.01)3O8,"Madawaska/Faraday mine, Bancroft, Ontario, Canada",Marcus Origlieri,RRUFF,Colorless to brown prismatic single crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050253,source_rruff_header/Albite__R050253__Raman__514__0__unoriented__Raman_Data_RAW__10663.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050253,Albite__R050253__Raman__532__0__unoriented__Raman_Data_RAW__28171,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R050253,Albite,NaAlSi3O8,(Na0.99Ca0.01)Al1.00(Si0.99Al0.01)3O8,"Madawaska/Faraday mine, Bancroft, Ontario, Canada",Marcus Origlieri,RRUFF,Colorless to brown prismatic single crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050253,source_rruff_header/Albite__R050253__Raman__532__0__unoriented__Raman_Data_RAW__28171.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050253,Albite__R050253__Raman__780__0__unoriented__Raman_Data_RAW__28173,Plagioclase,Albite,RRUFF database,780.0,RAW,unoriented,R050253,Albite,NaAlSi3O8,(Na0.99Ca0.01)Al1.00(Si0.99Al0.01)3O8,"Madawaska/Faraday mine, Bancroft, Ontario, Canada",Marcus Origlieri,RRUFF,Colorless to brown prismatic single crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050253,source_rruff_header/Albite__R050253__Raman__780__0__unoriented__Raman_Data_RAW__28173.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050402,Albite__R050402__Raman__514__0__unoriented__Raman_Data_RAW__10858,Plagioclase,Albite,RRUFF database,514.0,RAW,unoriented,R050402,Albite,NaAlSi3O8,Na1.00Al1.00Si3.00O8,"Urbano mine, Golconda District, Brazil",Bob Downs,RRUFF,Colorless tabular single crystals associated with fluorapatite R050401,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050402,source_rruff_header/Albite__R050402__Raman__514__0__unoriented__Raman_Data_RAW__10858.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050402,Albite__R050402__Raman__532__0__unoriented__Raman_Data_RAW__30005,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R050402,Albite,NaAlSi3O8,Na1.00Al1.00Si3.00O8,"Urbano mine, Golconda District, Brazil",Bob Downs,RRUFF,Colorless tabular single crystals associated with fluorapatite R050401,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050402,source_rruff_header/Albite__R050402__Raman__532__0__unoriented__Raman_Data_RAW__30005.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050402,Albite__R050402__Raman__780__0__unoriented__Raman_Data_RAW__30007,Plagioclase,Albite,RRUFF database,780.0,RAW,unoriented,R050402,Albite,NaAlSi3O8,Na1.00Al1.00Si3.00O8,"Urbano mine, Golconda District, Brazil",Bob Downs,RRUFF,Colorless tabular single crystals associated with fluorapatite R050401,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050402,source_rruff_header/Albite__R050402__Raman__780__0__unoriented__Raman_Data_RAW__30007.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060054,Albite__R060054__Raman__780__0__unoriented__Raman_Data_RAW__26967,Plagioclase,Albite,RRUFF database,780.0,RAW,unoriented,R060054,Albite,NaAlSi3O8,(Na0.67K0.18Ca0.15)Σ=1Al1.00(Si2.85Al0.15)Σ=3O8,"Mt. Erebus, Antarctica",Marcus Origlieri,RRUFF,Dark gray bladed crystal,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060054,source_rruff_header/Albite__R060054__Raman__780__0__unoriented__Raman_Data_RAW__26967.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060054,Albite__R060054__Raman__532__0__unoriented__Raman_Data_RAW__26969,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R060054,Albite,NaAlSi3O8,(Na0.67K0.18Ca0.15)Σ=1Al1.00(Si2.85Al0.15)Σ=3O8,"Mt. Erebus, Antarctica",Marcus Origlieri,RRUFF,Dark gray bladed crystal,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060054,source_rruff_header/Albite__R060054__Raman__532__0__unoriented__Raman_Data_RAW__26969.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070268,Albite__R070268__Raman__532__0__unoriented__Raman_Data_RAW__20223,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R070268,Albite,NaAlSi3O8,Na0.77Ca0.22Al1.22Si2.78O8,"Kitty Hawk, North Carolina, USA",Michael Scott,RRUFF,"White cleavage fragment showing polysynthetic twinning, associated with smoky quartz. Variety oligoclase.",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070268,source_rruff_header/Albite__R070268__Raman__532__0__unoriented__Raman_Data_RAW__20223.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070268,Albite__R070268__Raman__785__0__unoriented__Raman_Data_RAW__20225,Plagioclase,Albite,RRUFF database,785.0,RAW,unoriented,R070268,Albite,NaAlSi3O8,Na0.77Ca0.22Al1.22Si2.78O8,"Kitty Hawk, North Carolina, USA",Michael Scott,RRUFF,"White cleavage fragment showing polysynthetic twinning, associated with smoky quartz. Variety oligoclase.",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R070268,source_rruff_header/Albite__R070268__Raman__785__0__unoriented__Raman_Data_RAW__20225.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100169,Albite__R100169__Raman__532__0__unoriented__Raman_Data_RAW__34687,Plagioclase,Albite,RRUFF database,532.0,RAW,unoriented,R100169,Albite,NaAlSi3O8,,"Rutherford#2 Mine, Amelia, Amelia county, Virginia, USA","Mineralogical Museum, Harvard University",RRUFF,White to colorless tabular crystals,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100169,source_rruff_header/Albite__R100169__Raman__532__0__unoriented__Raman_Data_RAW__34687.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100169,Albite__R100169__Raman__780__0__unoriented__Raman_Data_RAW__34689,Plagioclase,Albite,RRUFF database,780.0,RAW,unoriented,R100169,Albite,NaAlSi3O8,,"Rutherford#2 Mine, Amelia, Amelia county, Virginia, USA","Mineralogical Museum, Harvard University",RRUFF,White to colorless tabular crystals,The identification of this mineral has been confirmed by single-crystal X-ray diffraction.,https://rruff.info/R100169,source_rruff_header/Albite__R100169__Raman__780__0__unoriented__Raman_Data_RAW__34689.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R230008,Albite__R230008__Raman__532__0__depolarized__Raman_Data_RAW__40822,Plagioclase,Albite,RRUFF database,532.0,RAW,,R230008,Albite,NaAlSi3O8,Na0.994K0.0010Ca0.0033Sr0.0009(Al1.008Si2.993)O8,"Piz Beverin, canton Graubünden, Switzerland",Allaz Julien,ETH Zürich,,The identification of this mineral has been determined by Raman spectroscopy and chemical analysis,https://rruff.info/R230008,source_rruff_header/Albite__R230008__Raman__532__0__depolarized__Raman_Data_RAW__40822.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050013,Andesine__X050013__Raman__785__0__unoriented__Raman_Data_Processed__6452,Plagioclase,Andesine,RRUFF database,785.0,Processed,unoriented,X050013,Andesine,Na0.7-0.5Ca0.3-0.5Al1.3-1.5Si2.7-2.5O8,,"Cima Volcanics, San Bernardino County, California, USA",George R. Rossman,George R. Rossman,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050013,source_rruff_header/Andesine__X050013__Raman__785__0__unoriented__Raman_Data_Processed__6452.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040059,Anorthite__R040059__Raman__514__0__unoriented__Raman_Data_RAW__9397,Plagioclase,Anorthite,RRUFF database,514.0,RAW,unoriented,R040059,Anorthite,CaAl2Si2O8,(Ca0.94Na0.04Fe0.02)(Al0.98Si0.02)2Si2.00O8,"Miyakejima, Japan",University of Arizona Mineral Museum,RRUFF,Colorless fragments of crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040059,source_rruff_header/Anorthite__R040059__Raman__514__0__unoriented__Raman_Data_RAW__9397.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040059,Anorthite__R040059__Raman__780__0__unoriented__Raman_Data_RAW__26650,Plagioclase,Anorthite,RRUFF database,780.0,RAW,unoriented,R040059,Anorthite,CaAl2Si2O8,(Ca0.94Na0.04Fe0.02)(Al0.98Si0.02)2Si2.00O8,"Miyakejima, Japan",University of Arizona Mineral Museum,RRUFF,Colorless fragments of crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040059,source_rruff_header/Anorthite__R040059__Raman__780__0__unoriented__Raman_Data_RAW__26650.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R040059,Anorthite__R040059__Raman__532__0__unoriented__Raman_Data_RAW__26654,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R040059,Anorthite,CaAl2Si2O8,(Ca0.94Na0.04Fe0.02)(Al0.98Si0.02)2Si2.00O8,"Miyakejima, Japan",University of Arizona Mineral Museum,RRUFF,Colorless fragments of crystals,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R040059,source_rruff_header/Anorthite__R040059__Raman__532__0__unoriented__Raman_Data_RAW__26654.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050104,Anorthite__R050104__Raman__514__0__unoriented__Raman_Data_RAW__10083,Plagioclase,Anorthite,RRUFF database,514.0,RAW,unoriented,R050104,Anorthite,CaAl2Si2O8,Ca0.50Na0.47K0.03Al1.50Si2.50O8,unknown,Rock Currier,RRUFF,"Iridescent slab, labradorite/andesine",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050104,source_rruff_header/Anorthite__R050104__Raman__514__0__unoriented__Raman_Data_RAW__10083.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050104,Anorthite__R050104__Raman__780__0__unoriented__Raman_Data_RAW__27004,Plagioclase,Anorthite,RRUFF database,780.0,RAW,unoriented,R050104,Anorthite,CaAl2Si2O8,Ca0.50Na0.47K0.03Al1.50Si2.50O8,unknown,Rock Currier,RRUFF,"Iridescent slab, labradorite/andesine",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050104,source_rruff_header/Anorthite__R050104__Raman__780__0__unoriented__Raman_Data_RAW__27004.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R050104,Anorthite__R050104__Raman__532__0__unoriented__Raman_Data_RAW__27006,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R050104,Anorthite,CaAl2Si2O8,Ca0.50Na0.47K0.03Al1.50Si2.50O8,unknown,Rock Currier,RRUFF,"Iridescent slab, labradorite/andesine",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R050104,source_rruff_header/Anorthite__R050104__Raman__532__0__unoriented__Raman_Data_RAW__27006.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050020,Anorthite__X050020__Raman__785__0__unoriented__Raman_Data_Processed__6457,Plagioclase,Anorthite,RRUFF database,785.0,Processed,unoriented,X050020,Anorthite,CaAl2Si2O8,,"West side, Great Sitkin Island, Aleutian Islands, Alaska",G.R. Rossman,Caltech,"NMNH 137041, Ca0.96",The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/X050020,source_rruff_header/Anorthite__X050020__Raman__785__0__unoriented__Raman_Data_Processed__6457.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
X050021,Anorthite__X050021__Raman__785__0__unoriented__Raman_Data_Processed__6458,Plagioclase,Anorthite,RRUFF database,785.0,Processed,unoriented,X050021,Anorthite,CaAl2Si2O8,,"Miyakejima, Japan",G.R. Rossman,Caltech,,The identification of this mineral has been determined only by Raman spectroscopy,https://rruff.info/X050021,source_rruff_header/Anorthite__X050021__Raman__785__0__unoriented__Raman_Data_Processed__6458.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060082,Anorthite__R060082__Raman__532__0__unoriented__Raman_Data_RAW__27581,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R060082,Anorthite,CaAl2Si2O8,(Na0.40K0.02Ca0.58)Al1.58Si2.42O8,"Pinacate Mountains, Sonora, Mexico",University of Arizona Mineral Museum,RRUFF,Colorless crystal fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060082,source_rruff_header/Anorthite__R060082__Raman__532__0__unoriented__Raman_Data_RAW__27581.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060082,Anorthite__R060082__Raman__780__0__unoriented__Raman_Data_RAW__27583,Plagioclase,Anorthite,RRUFF database,780.0,RAW,unoriented,R060082,Anorthite,CaAl2Si2O8,(Na0.40K0.02Ca0.58)Al1.58Si2.42O8,"Pinacate Mountains, Sonora, Mexico",University of Arizona Mineral Museum,RRUFF,Colorless crystal fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060082,source_rruff_header/Anorthite__R060082__Raman__780__0__unoriented__Raman_Data_RAW__27583.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060193,Anorthite__R060193__Raman__532__0__unoriented__Raman_Data_RAW__33259,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R060193,Anorthite,CaAl2Si2O8,(Ca0.58Na0.39K0.02)Al1.60Si2.40O8,Mexico,Bill Barker,RRUFF,Tan colored translucent fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060193,source_rruff_header/Anorthite__R060193__Raman__532__0__unoriented__Raman_Data_RAW__33259.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060221,Anorthite__R060221__Raman__532__0__unoriented__Raman_Data_RAW__33378,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R060221,Anorthite,CaAl2Si2O8,(Ca0.65Na0.34K0.01)(Al1.66Fe^3+^0.01)Si2.33O8,"Pinacate lavafield, Sonora, Mexico",Rock Currier,RRUFF,Light tan transparent fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060221,source_rruff_header/Anorthite__R060221__Raman__532__0__unoriented__Raman_Data_RAW__33378.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060221,Anorthite__R060221__Raman__780__0__unoriented__Raman_Data_RAW__33380,Plagioclase,Anorthite,RRUFF database,780.0,RAW,unoriented,R060221,Anorthite,CaAl2Si2O8,(Ca0.65Na0.34K0.01)(Al1.66Fe^3+^0.01)Si2.33O8,"Pinacate lavafield, Sonora, Mexico",Rock Currier,RRUFF,Light tan transparent fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060221,source_rruff_header/Anorthite__R060221__Raman__780__0__unoriented__Raman_Data_RAW__33380.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060275,Anorthite__R060275__Raman__532__0__unoriented__Raman_Data_RAW__33993,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R060275,Anorthite,CaAl2Si2O8,(Na0.44K0.03Ca0.53)Σ=1Al1.53Si2.47O8,Madagascar,Herb Obodda,RRUFF,Colorless to light gray fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060275,source_rruff_header/Anorthite__R060275__Raman__532__0__unoriented__Raman_Data_RAW__33993.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R060275,Anorthite__R060275__Raman__780__0__unoriented__Raman_Data_RAW__33995,Plagioclase,Anorthite,RRUFF database,780.0,RAW,unoriented,R060275,Anorthite,CaAl2Si2O8,(Na0.44K0.03Ca0.53)Σ=1Al1.53Si2.47O8,Madagascar,Herb Obodda,RRUFF,Colorless to light gray fragment,The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis,https://rruff.info/R060275,source_rruff_header/Anorthite__R060275__Raman__780__0__unoriented__Raman_Data_RAW__33995.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070510,Anorthite__R070510__Raman__532__0__unoriented__Raman_Data_RAW__22461,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R070510,Anorthite,CaAl2Si2O8,Na0.20Ca0.80(Al1.80Si2.20)Σ=4O8,"Larvik, Vestfold, Norway",James Shigley,RRUFF,Colorless to white vitreous crystals. Variety bytownite.,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R070510,source_rruff_header/Anorthite__R070510__Raman__532__0__unoriented__Raman_Data_RAW__22461.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070510,Anorthite__R070510__Raman__785__0__unoriented__Raman_Data_RAW__22463,Plagioclase,Anorthite,RRUFF database,785.0,RAW,unoriented,R070510,Anorthite,CaAl2Si2O8,Na0.20Ca0.80(Al1.80Si2.20)Σ=4O8,"Larvik, Vestfold, Norway",James Shigley,RRUFF,Colorless to white vitreous crystals. Variety bytownite.,The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.,https://rruff.info/R070510,source_rruff_header/Anorthite__R070510__Raman__785__0__unoriented__Raman_Data_RAW__22463.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070598,Anorthite__R070598__Raman__532__0__unoriented__Raman_Data_RAW__23147,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R070598,Anorthite,CaAl2Si2O8,Na0.25K0.03Ca0.72(Al1.70Fe^3+^0.02Si2.28)O8 ; light gray,"Eyscott Hill, Keswick, Cumberland, England",James Shigley,RRUFF,"Massive, greyish-green heterogenous aggregates on plagioclase matrix. Variety bytownite.",The identification of this mineral has been confirmed only by chemical analysis,https://rruff.info/R070598,source_rruff_header/Anorthite__R070598__Raman__532__0__unoriented__Raman_Data_RAW__23147.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R070598,Anorthite__R070598__Raman__780__0__unoriented__Raman_Data_RAW__23149,Plagioclase,Anorthite,RRUFF database,780.0,RAW,unoriented,R070598,Anorthite,CaAl2Si2O8,Na0.25K0.03Ca0.72(Al1.70Fe^3+^0.02Si2.28)O8 ; light gray,"Eyscott Hill, Keswick, Cumberland, England",James Shigley,RRUFF,"Massive, greyish-green heterogenous aggregates on plagioclase matrix. Variety bytownite.",The identification of this mineral has been confirmed only by chemical analysis,https://rruff.info/R070598,source_rruff_header/Anorthite__R070598__Raman__780__0__unoriented__Raman_Data_RAW__23149.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
R100170,Anorthite__R100170__Raman__532__0__unoriented__Raman_Data_RAW__34702,Plagioclase,Anorthite,RRUFF database,532.0,RAW,unoriented,R100170,Anorthite,CaAl2Si2O8,,"La Elenda mine, near Nuevo Casas Grandes, Municipio de Nuevo Casas Grandes, Chihuahua, Mexico","Mineralogical Museum, Harvard University",RRUFF,Yellow-gray transparent fragment. Variety labradorite.,The identification of this mineral has been confirmed only by single crystal X-ray diffraction.,https://rruff.info/R100170,source_rruff_header/Anorthite__R100170__Raman__532__0__unoriented__Raman_Data_RAW__34702.txt,ok,True,source_id_exact_or_decimal_variant_of_official_rruff_id
