file_name,group_label,subtype_label,Mg#,Fe#,Ca#,Na#,K#,wave,formula,Unnamed: 10,Unnamed: 11,major_category,file_name_clean,file_path,match_method,file_exists,spectrum_id,parsed_file_name,mineral_species,source_id,source_type,spectrum_type,excitation_nm,instrument,data_level,orientation,sample_provenance,measurement_conditions,label_basis,reference,source_note,spectral_min_cm-1,spectral_max_cm-1,n_original_points,spectral_range_cm-1,file_sha256,parent_group,preprocessing_planned,augmentation_used,qc_status,qc_reason,recommended_action,split_main,split_zero_shot_protocol,rruff_header_file,rruff_official_name,rruff_official_id,rruff_ideal_chemistry,rruff_locality,rruff_owner,rruff_source,rruff_description,rruff_status,rruff_url,rruff_measured_chemistry,rruff_header_parse_status,rruff_metadata_match,rruff_metadata_match_basis,sherloc_region,sherloc_target,sherloc_scan_name,sherloc_sheet_name,sherloc_point_name,sherloc_label_column,sherloc_label_status,paper_table1_superclass,paper_table1_superclass_candidates,sherloc_training_label_usable,sherloc_source_raman_csv,sherloc_standard_workbook
DUV-Muscovite1,,Muscovite,,,,,,,,,,Mica,DUV-Muscovite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Muscovite1.csv,fallback_augmented_dir_name_match,True,PARENT_0878,DUV-Muscovite1.csv,Muscovite1,DUV-Muscovite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,c8bbe9a1dc25a36e76cd156ce7c555a3b3cea8cd950bb20d3876ee3e464896b8,Lab-acquired DUV spectra__DUV-Muscovite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy,review_taxonomy_and_reference_quality,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Antigorite1,,Antigotire,,,,,,,,,,Serpentine,DUV-Antigorite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Antigorite1.csv,fallback_augmented_dir_name_match,True,PARENT_0879,DUV-Antigorite1.csv,Antigorite1,DUV-Antigorite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,56e7202559dd56097534873ca5ec8b2ba1567d4350dcc4c1661f6bda57f852ef,Lab-acquired DUV spectra__DUV-Antigorite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy,review_taxonomy_and_reference_quality,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Serpentine1,,Serpentine,,,,,,,,,,Serpentine,DUV-Serpentine1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Serpentine1.csv,fallback_augmented_dir_name_match,True,PARENT_0880,DUV-Serpentine1.csv,Serpentine1,DUV-Serpentine1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,f965c6772bd408fa6a4b0aee1958e30d81cd718f16c6733ac09487a3a5d3d786,Lab-acquired DUV spectra__DUV-Serpentine1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy,review_taxonomy_and_reference_quality,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Serpentinite1,,Serpentinite,,,,,,,,,,Serpentine,DUV-Serpentinite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Serpentinite1.csv,fallback_augmented_dir_name_match,True,PARENT_0881,DUV-Serpentinite1.csv,Serpentinite1,DUV-Serpentinite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,02e62e9a4f8e63a5bd0b3254739c60f371be4cc85b2d4ac49f2bd9d1ace7c88a,Lab-acquired DUV spectra__DUV-Serpentinite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,phyllosilicate taxonomy overlaps Clay/Serpentine/Mica; harmonize class hierarchy,review_taxonomy_and_reference_quality,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Aragonite1,,Aragonite,,,,,,,,,,Carbonate,DUV-Aragonite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Aragonite1.csv,fallback_augmented_dir_name_match,True,PARENT_0882,DUV-Aragonite1.csv,Aragonite1,DUV-Aragonite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,270cc817ae45339bda88b8fecf470e77073aa79a633ac17f20f952fa4c1025b1,Lab-acquired DUV spectra__DUV-Aragonite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Calcite1,,Calcite,,,,,,,,,,Carbonate,DUV-Calcite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Calcite1.csv,fallback_augmented_dir_name_match,True,PARENT_0883,DUV-Calcite1.csv,Calcite1,DUV-Calcite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,a2defd18a4320ee09c3147456eca9cbb9fca4ac195e7b759978feac71625c576,Lab-acquired DUV spectra__DUV-Calcite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,test,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Chalk1,,Chalk,,,,,,,,,,Carbonate,DUV-Chalk1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Chalk1.csv,fallback_augmented_dir_name_match,True,PARENT_0884,DUV-Chalk1.csv,Chalk1,DUV-Chalk1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,444c553e89e3dd03bec22b29914b5bfa32f8146f09ebc71a9b78f540d7154a01,Lab-acquired DUV spectra__DUV-Chalk1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Dolomite1,,Dolomite,,,,,,,,,,Carbonate,DUV-Dolomite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Dolomite1.csv,fallback_augmented_dir_name_match,True,PARENT_0885,DUV-Dolomite1.csv,Dolomite1,DUV-Dolomite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,cf6876abb06f0dc6da62a877d38c384ac9abda9d7091e62970a72e7b5e3d7b67,Lab-acquired DUV spectra__DUV-Dolomite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,test,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Magnesite1,,Magnesite,,,,,,,,,,Carbonate,DUV-Magnesite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Magnesite1.csv,fallback_augmented_dir_name_match,True,PARENT_0886,DUV-Magnesite1.csv,Magnesite1,DUV-Magnesite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,45ed0962fbd5f72ba7df6f37e199f1cda4794e32a4e14cdf6cde3893f68583a0,Lab-acquired DUV spectra__DUV-Magnesite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,test,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Nacholite1,,Nacholite,,,,,,,,,,Carbonate,DUV-Nacholite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Nacholite1.csv,fallback_augmented_dir_name_match,True,PARENT_0887,DUV-Nacholite1.csv,Nacholite1,DUV-Nacholite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,77960d7b3739a63c3e031876cf20edebafdce8f676649be35e619c4796dc3c40,Lab-acquired DUV spectra__DUV-Nacholite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Rhodochrosite1,,Rhodochrosite,,,,,,,,,,Carbonate,DUV-Rhodochrosite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Rhodochrosite1.csv,fallback_augmented_dir_name_match,True,PARENT_0888,DUV-Rhodochrosite1.csv,Rhodochrosite1,DUV-Rhodochrosite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,be4e7133eb42a255ac880779dfef358ab2a6332b48354ace77e2a3159174ed08,Lab-acquired DUV spectra__DUV-Rhodochrosite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Siderite1,,Siderite,,,,,,,,,,Carbonate,DUV-Siderite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Siderite1.csv,fallback_augmented_dir_name_match,True,PARENT_0889,DUV-Siderite1.csv,Siderite1,DUV-Siderite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,164b49c1d0446a531ea9a27b105853a22d1e24feeadd2e371b31a77292c1c12a,Lab-acquired DUV spectra__DUV-Siderite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Trona1,,Trona,,,,,,,,,,Carbonate,DUV-Trona1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Trona1.csv,fallback_augmented_dir_name_match,True,PARENT_0890,DUV-Trona1.csv,Trona1,DUV-Trona1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,8148ebb8940f664465e9835467805581798eeaa7cb20ed09ae52742df4143bbf,Lab-acquired DUV spectra__DUV-Trona1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,val,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Fluorapatite1,,Fluorapatite,,,,,,,,,,Phosphate,DUV-Fluorapatite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Fluorapatite1.csv,fallback_augmented_dir_name_match,True,PARENT_0891,DUV-Fluorapatite1.csv,Fluorapatite1,DUV-Fluorapatite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,a064cdf8cf8ac53817f04c1f88ba3e773844bf84cc8aa535c80d093f1671bb8f,Lab-acquired DUV spectra__DUV-Fluorapatite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Anhydrite1,,Anhydrite,,,,,,cc,,,,Sulfate,DUV-Anhydrite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Anhydrite1.csv,fallback_augmented_dir_name_match,True,PARENT_0892,DUV-Anhydrite1.csv,Anhydrite1,DUV-Anhydrite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,d1c6bd31a6b237043f881bf9288fd7d8685ee1ce82faf6ca7496235c12dbcb85,Lab-acquired DUV spectra__DUV-Anhydrite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-K Bromide1,,K Bromide,,,,,,,,,,Halides,DUV-K Bromide1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-K Bromide1.csv,fallback_augmented_dir_name_match,True,PARENT_0893,DUV-K Bromide1.csv,K Bromide1,DUV-K Bromide1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,4c98d0fe390ae69e366fd22cfff72da9027fc582cc2eaed3d841f006c055b383,Lab-acquired DUV spectra__DUV-K Bromide1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,review_required,halide/salt class may be Raman-inactive or weak-feature; verify bands before supervised training,exclude_or_move_to_rejection_class_unless_diagnostic_bands_confirmed,val,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Epsomite1,,Epsomite,,,,,,,,,,Sulfate,DUV-Epsomite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Epsomite1.csv,fallback_augmented_dir_name_match,True,PARENT_0894,DUV-Epsomite1.csv,Epsomite1,DUV-Epsomite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,27df186ddb2b08b9e0376a1115314f081b9b32106c3732e24cb9153f928c1374,Lab-acquired DUV spectra__DUV-Epsomite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Gypsum1,,Gypsum,,,,,,,,,,Sulfate,DUV-Gypsum1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Gypsum1.csv,fallback_augmented_dir_name_match,True,PARENT_0895,DUV-Gypsum1.csv,Gypsum1,DUV-Gypsum1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,9a0bd6bdb7a25089c07a1e3fe6799d27fa38c36be4224535922b60dcefe7ae9d,Lab-acquired DUV spectra__DUV-Gypsum1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Fe III Sulfate1,,Fe III Sulfate,,,,,,,,,,Sulfate,DUV-Fe III Sulfate1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Fe III Sulfate1.csv,fallback_augmented_dir_name_match,True,PARENT_0896,DUV-Fe III Sulfate1.csv,Fe III Sulfate1,DUV-Fe III Sulfate1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,a773bc4692256fe8919c061ad2589c1d98ef3e6b0be0d8abd1736895990cfb44,Lab-acquired DUV spectra__DUV-Fe III Sulfate1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,val,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Fe II Sulfate1,,Fe II Sulfate,,,,,,,,,,Sulfate,DUV-Fe II Sulfate1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Fe II Sulfate1.csv,fallback_augmented_dir_name_match,True,PARENT_0897,DUV-Fe II Sulfate1.csv,Fe II Sulfate1,DUV-Fe II Sulfate1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,7ff00f032ca7d71a7e61a340f5d9f703f68d62e7101162870bd29772bd154660,Lab-acquired DUV spectra__DUV-Fe II Sulfate1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Kieserite1,,Kieserite,,,,,,,,,,Sulfate,DUV-Kieserite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Kieserite1.csv,fallback_augmented_dir_name_match,True,PARENT_0898,DUV-Kieserite1.csv,Kieserite1,DUV-Kieserite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,b0d8089817aee2f0af83699d6bfd626a6ae7ef4a1e3de00efa8eda62c9078d28,Lab-acquired DUV spectra__DUV-Kieserite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Mg Sulfate1,,Mg Sulfate,,,,,,,,,,Sulfate,DUV-Mg Sulfate1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Mg Sulfate1.csv,fallback_augmented_dir_name_match,True,PARENT_0899,DUV-Mg Sulfate1.csv,Mg Sulfate1,DUV-Mg Sulfate1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,25079a356d7da64b82697d4eb223103bb04d898b5c2a05e11b10d9b92bdae7f5,Lab-acquired DUV spectra__DUV-Mg Sulfate1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Melanterite1,,Melanterite,,,,,,,,,,Sulfate,DUV-Melanterite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Melanterite1.csv,fallback_augmented_dir_name_match,True,PARENT_0900,DUV-Melanterite1.csv,Melanterite1,DUV-Melanterite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,126fde694b74c2b7b4960db249c19f9ae5c60594e4889c76902f737e03a1db56,Lab-acquired DUV spectra__DUV-Melanterite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,train,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
DUV-Natroalunite1,,Natroalunite,,,,,,,,,,Sulfate,DUV-Natroalunite1,d:\dyt\raman\pigeonite\augmented_tongyi_physics4\DUV-Natroalunite1.csv,fallback_augmented_dir_name_match,True,PARENT_0901,DUV-Natroalunite1.csv,Natroalunite1,DUV-Natroalunite1,Lab-acquired DUV spectra,Raman,325.0,Horiba LabRAM HR Evolution,Laboratory spectrum,,Commercial/analogue mineral sample; supplier and lot information must be completed manually,325 nm laboratory Raman; acquisition parameters must be completed manually,Laboratory sample label plus diagnostic Raman band check,This study,Detected from DUV- prefix,400.0,4000.0,3601,400-4000,2dd1ff3846e88b9db05ae56f4312fd99251f2a300cf3f0196673e97852c952fb,Lab-acquired DUV spectra__DUV-Natroalunite1,Parse wavenumber/intensity columns; remove NaN; sort and deduplicate wavenumber axis; interpolate to common grid; mask out-of-range regions; baseline correction; nonnegative clipping; max-intensity normalization; first derivative channel,no,include_pending_manual_review,,retain_after_manual_qc,test,earth_train_pool,,,,,,,,,,,,not_applicable,False,source_id_exact_or_decimal_variant_of_official_rruff_id,,,,,,,,,,,,
