materialized_spectrum_id,parent_spectrum_id,model_label,subtype_label,source_type,source_id,split_main,is_augmented,materialized_file_path,materialized_file_sha256,augmentation_seed,augmentation_parameters_json
AUG_Carbonate_0019_from_PARENT_0349,PARENT_0349,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050009,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0019_from_PARENT_0349.csv,dd03b6f87e4f65f74614e537be91e3f636d3efdaa87180b511a5ac68e34abc95,549833057,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7972173693386149, ""center_cm-1"": 735.789, ""half_width_points"": 13}, {""attenuation_factor"": 0.8985278018707147, ""center_cm-1"": 641.132, ""half_width_points"": 20}, {""attenuation_factor"": 0.8375898997342124, ""center_cm-1"": 679.19, ""half_width_points"": 29}], ""baseline_coefficients"": [-0.007592601235955954, 0.006103815045207739, 0.015886913985013962], ""detected_band_centers_cm-1"": [280.068, 711.393, 1086.119], ""gamma"": 0.9626456760599497, ""noise_sigma"": 0.011849928608921772}"
AUG_Carbonate_0020_from_PARENT_0353,PARENT_0353,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050128,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0020_from_PARENT_0353.csv,82ef68e28202abf3917b3b57d304e9a9ed0aa01c5a93331e42660291272ab711,952750333,"{""applied"": [""gamma_intensity_response"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8418142780912787, ""center_cm-1"": 1434.496, ""half_width_points"": 12}], ""broadening_alpha"": 0.5924556870597917, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [153.208, 280.068, 710.417, 1085.143], ""gamma"": 1.052141070099478}"
AUG_Carbonate_0021_from_PARENT_0354,PARENT_0354,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050128,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0021_from_PARENT_0354.csv,1790a369488871c2f8aaaca2b32b0bbdfacdbcf95ab9dbca265357e56b5676ee,57534770,"{""applied"": [""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.005828624125570059, 0.02045685052871704, 0.0009270156733691692], ""broadening_alpha"": 0.5123654996778428, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [154.184, 207.856, 702.61, 1087.094], ""peak_envelope_events"": [{""amplitude"": 0.031130007334123896, ""center_cm-1"": 154.184, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.331434090328171}, {""amplitude"": -0.055339875628983196, ""center_cm-1"": 207.856, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.492955531223364}, {""amplitude"": -0.027228281446308067, ""center_cm-1"": 702.61, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.016932619564361}, {""amplitude"": 0.020507082390468834, ""center_cm-1"": 1087.094, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.655872566669322}]}"
AUG_Carbonate_0022_from_PARENT_0355,PARENT_0355,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050128,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0022_from_PARENT_0355.csv,6a60997567001e142ed11f42e0908acebdf7af5f04548b692091ca3d8c2a9a91,2493545453,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [1085.143, 1186.631, 1282.264], ""gamma"": 1.0977323158479178, ""noise_sigma"": 0.02469644842631143}"
AUG_Carbonate_0023_from_PARENT_0359,PARENT_0359,Carbonate,Calcite,Deterministic augmentation of RRUFF database,X050034,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0023_from_PARENT_0359.csv,c1c3499cb7840d2cc5bca6d87ac097a9ad1e306c53c8744c794e25fb73c15d58,1631833777,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7618886082355695, ""center_cm-1"": 582.581, ""half_width_points"": 14}, {""attenuation_factor"": 0.7617158460506522, ""center_cm-1"": 732.862, ""half_width_points"": 20}, {""attenuation_factor"": 0.9236082551214817, ""center_cm-1"": 1403.269, ""half_width_points"": 17}], ""baseline_coefficients"": [-0.02312932349741459, -0.016822585836052895, -0.0023571678902953863], ""broadening_alpha"": 0.5024540676785356, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [281.044, 711.393, 1085.143], ""gamma"": 0.9432119202869964, ""noise_sigma"": 0.0062252241694508515}"
AUG_Carbonate_0024_from_PARENT_0360,PARENT_0360,Carbonate,Calcite,Deterministic augmentation of RRUFF database,X050035,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0024_from_PARENT_0360.csv,65d0990dd189c20253f03e8f57245965dc2eaf87fdcf495b482aab280b21a60b,1053343532,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [0.000756113906390965, -0.009730919264256954, 0.01736588217318058], ""detected_band_centers_cm-1"": [282.996, 712.369, 1085.143, 1185.655, 1301.781], ""gamma"": 1.1638338200617921, ""noise_sigma"": 0.01185338959103233, ""peak_envelope_events"": [{""amplitude"": 0.019409953262255225, ""center_cm-1"": 282.996, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.502392317531369}, {""amplitude"": 0.020071055091441747, ""center_cm-1"": 712.369, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.317636914569755}, {""amplitude"": 0.04595504199932536, ""center_cm-1"": 1085.143, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.91364295849997}, {""amplitude"": 0.06801527504291204, ""center_cm-1"": 1185.655, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.824456925927732}, {""amplitude"": -0.07384653962589978, ""center_cm-1"": 1301.781, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.160812966020081}]}"
AUG_Carbonate_0025_from_PARENT_0361,PARENT_0361,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050307,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0025_from_PARENT_0361.csv,f1edf4e2e9bd00d671343d0725926a83d9809bf2573b2d7fb7dc8492d823e069,212349727,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8438807258978467, ""center_cm-1"": 304.465, ""half_width_points"": 13}, {""attenuation_factor"": 0.76669946774037, ""center_cm-1"": 620.639, ""half_width_points"": 35}], ""baseline_coefficients"": [-0.005841409787535667, 0.030552426353096962, 0.00200157449580729], ""broadening_alpha"": 0.35393447323652616, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [154.184, 281.044, 1087.094], ""gamma"": 1.3316955984843124}"
AUG_Carbonate_0026_from_PARENT_0362,PARENT_0362,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050307,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0026_from_PARENT_0362.csv,ce3c1ec97dc3b8d8e4dfed82f05155d3f99cec8b7160d73355a35d34b5d14ead,1717307154,"{""applied"": [""peak_envelope_intensity_perturbation"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [155.16, 281.044, 1087.094], ""noise_sigma"": 0.017675094239719805, ""peak_envelope_events"": [{""amplitude"": -0.031248072619982636, ""center_cm-1"": 155.16, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.984634544183106}, {""amplitude"": 0.06096674027066022, ""center_cm-1"": 281.044, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.645674608526628}, {""amplitude"": 0.019032147756923343, ""center_cm-1"": 1087.094, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.147892796140157}]}"
AUG_Carbonate_0027_from_PARENT_0363,PARENT_0363,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R050307,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0027_from_PARENT_0363.csv,ce0b46801d60c590ca848830fe35b87fa562d849b51ff4953da478a24d95ab29,1604242401,"{""applied"": [""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [-0.0027307134587317705, 0.0177757665514946, 0.013013609685003757], ""detected_band_centers_cm-1"": [155.16, 281.044, 712.369, 1087.094], ""noise_sigma"": 0.018456064207361813}"
AUG_Carbonate_0028_from_PARENT_0366,PARENT_0366,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R150075,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0028_from_PARENT_0366.csv,fb7fd0f03e88444e04032e6fad080927ac6a5a976d7dc4aec012ecc4f54dee9f,3938436939,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.9461759853175542, ""center_cm-1"": 893.877, ""half_width_points"": 15}, {""attenuation_factor"": 0.8901173404341756, ""center_cm-1"": 625.518, ""half_width_points"": 18}, {""attenuation_factor"": 0.7775927574198697, ""center_cm-1"": 903.635, ""half_width_points"": 25}], ""baseline_coefficients"": [0.027560124173760414, 0.009858231991529465, 0.010983530431985855], ""detected_band_centers_cm-1"": [156.136, 282.996, 1088.07], ""gamma"": 1.2839701802302437, ""noise_sigma"": 0.010203449906648395, ""peak_envelope_events"": [{""amplitude"": 0.006392327793543651, ""center_cm-1"": 156.136, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.235400670952135}, {""amplitude"": -0.01461869651153, ""center_cm-1"": 282.996, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.608006101665381}, {""amplitude"": -0.01812893449367394, ""center_cm-1"": 1088.07, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 6.549133935282387}]}"
AUG_Carbonate_0029_from_PARENT_0367,PARENT_0367,Carbonate,Calcite,Deterministic augmentation of RRUFF database,R150075,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0029_from_PARENT_0367.csv,d89a9857dc5215837b20ca2098f9ae323332ff00dad27fece1ed836c7e8f29fc,4277081797,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.005157615058124065, 0.02564108371734619, 0.01244737021625042], ""broadening_alpha"": 0.5470421510838264, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [156.136, 282.996, 1088.07], ""gamma"": 1.0700822372478194, ""noise_sigma"": 0.019576845724172037}"
AUG_Carbonate_0030_from_PARENT_0371,PARENT_0371,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050129,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0030_from_PARENT_0371.csv,07b21acd1f38d4c65b06b7f68d0786d78e9fade3a22d52650c3649d4d3f68c04,3317938226,"{""applied"": [""gamma_intensity_response"", ""symmetric_broadening""], ""broadening_alpha"": 0.48416619020352347, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [1094.901], ""gamma"": 1.0818155933306746}"
AUG_Carbonate_0031_from_PARENT_0372,PARENT_0372,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050129,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0031_from_PARENT_0372.csv,998756be18096f95f0ba7160ef0453fa87ccdc29205ea6614f153e19617dc637,2210729337,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [168.822, 285.923, 720.176, 1091.974], ""noise_sigma"": 0.018094000269975378}"
AUG_Carbonate_0032_from_PARENT_0373,PARENT_0373,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050129,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0032_from_PARENT_0373.csv,8221ec673d2a3fe9cf880477a9406c8f6b6498212f0e353a771d68f18866765a,3991774835,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7947577478750226, ""center_cm-1"": 947.548, ""half_width_points"": 24}], ""baseline_coefficients"": [-0.014931847341358662, -0.02389332465827465, -0.018969815224409103], ""broadening_alpha"": 0.25816467943414045, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [170.773, 288.851, 721.151, 1093.925], ""gamma"": 0.857290514406554, ""noise_sigma"": 0.02362260884696409}"
AUG_Carbonate_0033_from_PARENT_0374,PARENT_0374,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,X050062,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0033_from_PARENT_0374.csv,f26e45a6e6588ce4c8aa97f9dae933463e3e00d011e0d8d39609dfc3419b31da,174883806,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [301.537, 726.031, 1096.853, 1195.414, 1263.723, 1297.878, 1386.68, 1458.892], ""gamma"": 1.0507938642569048, ""noise_sigma"": 0.011313613128829909}"
AUG_Carbonate_0034_from_PARENT_0375,PARENT_0375,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,X050063,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0034_from_PARENT_0375.csv,fbd0a41fb407623fee1faad7e1ffdde015105d5c8733430edf3ee043f8c557e7,239178972,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.7864030817864871, ""center_cm-1"": 1190.534, ""half_width_points"": 16}, {""attenuation_factor"": 0.944869199686243, ""center_cm-1"": 319.102, ""half_width_points"": 10}, {""attenuation_factor"": 0.8792618850792483, ""center_cm-1"": 1053.916, ""half_width_points"": 26}], ""baseline_coefficients"": [-0.0058819311670959, -0.005639165639877319, -0.0057814824394881725], ""detected_band_centers_cm-1"": [301.537, 726.031, 1097.829, 1131.008, 1181.752, 1259.819, 1308.612], ""gamma"": 0.8217414557421675, ""noise_sigma"": 0.019438904034755664, ""peak_envelope_events"": [{""amplitude"": -0.039230113561878714, ""center_cm-1"": 301.537, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.611576947238703}, {""amplitude"": 0.029995833042019596, ""center_cm-1"": 726.031, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.407352161584186}, {""amplitude"": 0.07912772506303974, ""center_cm-1"": 1097.829, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.784929408561393}, {""amplitude"": 0.011573545975644084, ""center_cm-1"": 1131.008, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.400808044953452}, {""amplitude"": 0.027776729696882274, ""center_cm-1"": 1181.752, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.726333691499557}, {""amplitude"": 0.07846460585682201, ""center_cm-1"": 1259.819, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.334854420953416}, {""amplitude"": -0.04566976458982195, ""center_cm-1"": 1308.612, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.612753224548435}]}"
AUG_Carbonate_0035_from_PARENT_0379,PARENT_0379,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050272,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0035_from_PARENT_0379.csv,6796256b715cd271f7aa13d40509f23c09924e46ca47f93f8bce6c34db3a5dbc,988378266,"{""applied"": [""gamma_intensity_response""], ""detected_band_centers_cm-1"": [172.725, 294.706, 721.151, 1094.901], ""gamma"": 0.7899282717691316}"
AUG_Carbonate_0036_from_PARENT_0380,PARENT_0380,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050272,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0036_from_PARENT_0380.csv,109e2dee40b3f107907a8e23df1f94cd2ed9ac5aa03bc7466b258c25a531ebcb,2299824964,"{""applied"": [""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.9425104963125475, ""center_cm-1"": 443.035, ""half_width_points"": 35}, {""attenuation_factor"": 0.8217682161114398, ""center_cm-1"": 1258.844, ""half_width_points"": 19}, {""attenuation_factor"": 0.7579728768433234, ""center_cm-1"": 925.104, ""half_width_points"": 30}], ""detected_band_centers_cm-1"": [172.725, 293.73, 721.151, 1094.901], ""noise_sigma"": 0.015219543099222532}"
AUG_Carbonate_0037_from_PARENT_0381,PARENT_0381,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050272,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0037_from_PARENT_0381.csv,984e3b9c1fee939db63bae6faab57ec907c05af8662e8f77109cc34a3dabcf27,3725221826,"{""applied"": [""gamma_intensity_response"", ""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening""], ""baseline_coefficients"": [-0.018412521108984947, -0.020643534138798714, 0.007135865744203329], ""broadening_alpha"": 0.5038364165416064, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [171.749, 291.778, 721.151, 1093.925], ""gamma"": 0.9999638185407593, ""noise_sigma"": 0.021298728910211177, ""peak_envelope_events"": [{""amplitude"": -0.03591690446325327, ""center_cm-1"": 171.749, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 7.834131668896019}, {""amplitude"": 0.03813921317084297, ""center_cm-1"": 291.778, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.054674309024614}, {""amplitude"": 0.06156971165779372, ""center_cm-1"": 721.151, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 9.458666211483955}, {""amplitude"": 0.07636789103735535, ""center_cm-1"": 1093.925, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.6347461664672}]}"
AUG_Carbonate_0038_from_PARENT_0382,PARENT_0382,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050357,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0038_from_PARENT_0382.csv,30ff8ab2b131bad97d47836c22b6d7ab2935403c70b39e242af2bb10f28c6304,4100846945,"{""applied"": [""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.32425287965724203, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [175.653, 298.609, 723.103, 1097.829], ""noise_sigma"": 0.021034166033201865}"
AUG_Carbonate_0039_from_PARENT_0383,PARENT_0383,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050357,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0039_from_PARENT_0383.csv,0b71d7954c07646d5fc9cc17d90ce3311a8238ebc9baba881842fb9f4e708eaf,562127824,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.8732729952105516, ""center_cm-1"": 136.619, ""half_width_points"": 27}, {""attenuation_factor"": 0.9418666864269021, ""center_cm-1"": 1175.897, ""half_width_points"": 17}, {""attenuation_factor"": 0.8571120550680617, ""center_cm-1"": 1131.983, ""half_width_points"": 23}], ""baseline_coefficients"": [-0.008980921469628811, -0.023875020444393158, -0.0022314623929560184], ""detected_band_centers_cm-1"": [176.628, 299.585, 724.079, 1097.829], ""gamma"": 1.3202415965451508, ""noise_sigma"": 0.008906846137738953}"
AUG_Carbonate_0040_from_PARENT_0384,PARENT_0384,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R050357,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0040_from_PARENT_0384.csv,e5bd681720f0b4d65efb9e4d7cb1fb022c3197f0a38ff5579279689ec1253175,131095870,"{""applied"": [""peak_envelope_intensity_perturbation"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [0.021152591332793236, -0.0024894580710679293, 0.008304191753268242], ""detected_band_centers_cm-1"": [176.628, 299.585, 724.079, 1097.829], ""noise_sigma"": 0.011423014417937225, ""peak_envelope_events"": [{""amplitude"": 0.07352083402348637, ""center_cm-1"": 176.628, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 4.796680961092852}, {""amplitude"": 0.023535169648183696, ""center_cm-1"": 299.585, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.998224315271882}, {""amplitude"": 0.07127266958185817, ""center_cm-1"": 724.079, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 5.801172125321321}, {""amplitude"": 0.0019971982637217583, ""center_cm-1"": 1097.829, ""center_shift_cm-1"": 0.0, ""sigma_cm-1"": 8.498597395415116}]}"
AUG_Carbonate_0041_from_PARENT_0389,PARENT_0389,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R100168,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0041_from_PARENT_0389.csv,ade56b89df2736dc3cddad70ce67a401830c8c6d86c6009b4c5b34fa83d6665b,4070785605,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise"", ""symmetric_broadening""], ""broadening_alpha"": 0.6330710923476416, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [177.604, 300.561, 725.055, 1098.805], ""gamma"": 1.0559685701009827, ""noise_sigma"": 0.013401881399881438}"
AUG_Carbonate_0042_from_PARENT_0390,PARENT_0390,Carbonate,Dolomite,Deterministic augmentation of RRUFF database,R100168,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0042_from_PARENT_0390.csv,7b5ee1b534a3e2b6f9a013859cf65fca098ca40e5012b7fbdbc030a3b7bef1d4,899885313,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise""], ""baseline_coefficients"": [0.024325251579284668, -0.0024619577452540398, 0.010754194110631943], ""detected_band_centers_cm-1"": [176.628, 300.561, 725.055, 1097.829], ""gamma"": 0.9460305091755817, ""noise_sigma"": 0.009980358232189217}"
AUG_Carbonate_0043_from_PARENT_0391,PARENT_0391,Carbonate,Magnesite,Deterministic augmentation of RRUFF database,R040114,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0043_from_PARENT_0391.csv,21d10d8cea81f676c8429e9f30da22a8028e46b017b367690dfca2ceec70085a,2170568398,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.811689401735594, ""center_cm-1"": 1143.694, ""half_width_points"": 9}, {""attenuation_factor"": 0.8847888230840856, ""center_cm-1"": 555.257, ""half_width_points"": 25}, {""attenuation_factor"": 0.9177902209173912, ""center_cm-1"": 538.668, ""half_width_points"": 34}], ""baseline_coefficients"": [0.011855879798531532, 0.010384933091700077, -0.013047358021140099], ""broadening_alpha"": 0.4646599813067665, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [209.807, 327.885, 737.741, 1094.901], ""gamma"": 0.9888040698054785, ""noise_sigma"": 0.011170776535674533}"
AUG_Carbonate_0044_from_PARENT_0392,PARENT_0392,Carbonate,Magnesite,Deterministic augmentation of RRUFF database,R040114,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0044_from_PARENT_0392.csv,75fd772c1b5ebd31d2222c8c84fe3a4536bb7b7feb2773e588615802689af338,1742166856,"{""applied"": [""gamma_intensity_response"", ""residual_baseline"", ""gaussian_read_noise"", ""symmetric_broadening"", ""weak_band_attenuation""], ""attenuation_windows"": [{""attenuation_factor"": 0.9402153928332786, ""center_cm-1"": 799.219, ""half_width_points"": 9}, {""attenuation_factor"": 0.8219982138051126, ""center_cm-1"": 222.493, ""half_width_points"": 11}], ""baseline_coefficients"": [-0.008782107383012772, 0.035111889243125916, 0.018484296277165413], ""broadening_alpha"": 0.6340866503988554, ""broadening_kernel"": [0.07999999821186066, 0.18000000715255737, 0.47999998927116394, 0.18000000715255737, 0.07999999821186066], ""detected_band_centers_cm-1"": [212.735, 329.837, 737.741, 1093.925], ""gamma"": 0.9824138016787161, ""noise_sigma"": 0.021747058404102952}"
AUG_Carbonate_0045_from_PARENT_0393,PARENT_0393,Carbonate,Magnesite,Deterministic augmentation of RRUFF database,R040114,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0045_from_PARENT_0393.csv,50ba536a5fb4d5355f65603ef8ed9a073ccb7812c59d811c84c5a5cfb211e6a0,1147330154,"{""applied"": [""gamma_intensity_response"", ""gaussian_read_noise""], ""detected_band_centers_cm-1"": [213.711, 330.812, 737.741, 1093.925], ""gamma"": 0.9858502371154341, ""noise_sigma"": 0.015585941328713125}"
AUG_Carbonate_0046_from_PARENT_0395,PARENT_0395,Carbonate,Magnesite,Deterministic augmentation of RRUFF database,X050116,train,yes,data\materialized_augmented_review_ready_v1\spectra\AUG_Carbonate_0046_from_PARENT_0395.csv,20f8bcc4755dd2e250894b6ad8a26fe7a5f274929fdc27f0514f3185171c5c9f,2559246390,"{""applied"": [""gaussian_read_noise""], ""detected_band_centers_cm-1"": [212.735, 330.812, 739.693, 1094.901], ""noise_sigma"": 0.0069031629218753165}"
