augmented_id,parent_spectrum_id,parent_group,model_label,major_category,subtype_label,source_type,split_main,repository_file,random_seed,augmentation_parameters_json
PARENT_0871__AUG_0143,PARENT_0871,Lab-acquired DUV spectra__DUV-Ulexite,Borate,Borate,Ulexite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0871__AUG_0143.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [971.32687, 1368.63225, 3408.8491, 3554.88567, 3554.88567, 3559.18086, 3561.32846, 3572.06644, 3580.65683, 3580.65683, 3589.24722, 3597.8376], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.5473421315526628, ""weak_band_attenuation_windows"": []}"
PARENT_0325__AUG_0144,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0144.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.002523053078940447, -0.01398835399249424, 0.01625718090783239], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.018149358555177974, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0318__AUG_0145,PARENT_0318,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0318__AUG_0145.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [149.2699, 176.2684, 223.0337, 322.8318, 388.3996, 480.4839, 534.963, 565.3364, 611.1374, 668.9914, 745.1658], ""gaussian_noise_sigma_normalized"": 0.007479811534745267, ""intensity_gamma"": 0.8897121196647116, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0317__AUG_0146,PARENT_0317,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0317__AUG_0146.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.04917580348887225, ""center_cm-1"": 308.108, ""sigma_cm-1"": 5.037625169663691}, {""amplitude"": 0.015711566542619973, ""center_cm-1"": 386.605, ""sigma_cm-1"": 5.73989144982151}, {""amplitude"": 0.07254807151622973, ""center_cm-1"": 534.858, ""sigma_cm-1"": 7.644355516554902}, {""amplitude"": 0.036055153551318345, ""center_cm-1"": 566.576, ""sigma_cm-1"": 4.121866842166702}, {""amplitude"": 0.011875677868206994, ""center_cm-1"": 609.997, ""sigma_cm-1"": 9.302178356732785}, {""amplitude"": -0.07349496700598593, ""center_cm-1"": 670.154, ""sigma_cm-1"": 4.387647188478593}, {""amplitude"": -0.06172225329637007, ""center_cm-1"": 745.397, ""sigma_cm-1"": 9.44353021772268}, {""amplitude"": 0.008304456955851969, ""center_cm-1"": 789.195, ""sigma_cm-1"": 5.484420517322697}, {""amplitude"": 0.0696270440630863, ""center_cm-1"": 983.49, ""sigma_cm-1"": 8.72368917489137}, {""amplitude"": 0.014504523046349208, ""center_cm-1"": 1084.539, ""sigma_cm-1"": 5.997688920962588}, {""amplitude"": -0.07266277664171232, ""center_cm-1"": 1138.914, ""sigma_cm-1"": 6.848713446391562}, {""amplitude"": 0.0743711416253146, ""center_cm-1"": 1202.715, ""sigma_cm-1"": 5.881581761106974}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0005877054078291453, -0.02123764490535829, 0.021331967763888817], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [308.108, 386.605, 534.858, 566.576, 609.997, 670.154, 745.397, 789.195, 983.49, 1084.539, 1138.914, 1202.715], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0147,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0147.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.014138051888428566, ""intensity_gamma"": 1.2813327655688282, ""symmetric_broadening_alpha"": 0.4354646060485212, ""weak_band_attenuation_windows"": []}"
PARENT_0318__AUG_0148,PARENT_0318,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0318__AUG_0148.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.06807203372691702, ""center_cm-1"": 149.2699, ""sigma_cm-1"": 4.956191708067413}, {""amplitude"": -0.049717266305523505, ""center_cm-1"": 176.2684, ""sigma_cm-1"": 9.18111056419237}, {""amplitude"": 0.017004410212995216, ""center_cm-1"": 223.0337, ""sigma_cm-1"": 5.810208576278073}, {""amplitude"": -0.024755562257526995, ""center_cm-1"": 322.8318, ""sigma_cm-1"": 7.389298435065437}, {""amplitude"": 0.028235747685607104, ""center_cm-1"": 388.3996, ""sigma_cm-1"": 7.091097769186851}, {""amplitude"": -0.03784616548198379, ""center_cm-1"": 480.4839, ""sigma_cm-1"": 6.583248345676253}, {""amplitude"": -0.06222825416644263, ""center_cm-1"": 534.963, ""sigma_cm-1"": 8.741235921746457}, {""amplitude"": 0.016323677851738855, ""center_cm-1"": 565.3364, ""sigma_cm-1"": 6.890476788767744}, {""amplitude"": -0.02279067894592751, ""center_cm-1"": 611.1374, ""sigma_cm-1"": 7.05607925044575}, {""amplitude"": 0.04744248090252452, ""center_cm-1"": 668.9914, ""sigma_cm-1"": 7.079683489017628}, {""amplitude"": -0.046131273393705624, ""center_cm-1"": 745.1658, ""sigma_cm-1"": 9.349047017771866}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [149.2699, 176.2684, 223.0337, 322.8318, 388.3996, 480.4839, 534.963, 565.3364, 611.1374, 668.9914, 745.1658], ""gaussian_noise_sigma_normalized"": 0.00534434386837557, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0871__AUG_0149,PARENT_0871,Lab-acquired DUV spectra__DUV-Ulexite,Borate,Borate,Ulexite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0871__AUG_0149.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.023495691306241445, -0.005217184220128135, 0.009637909569843504], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [971.32687, 1368.63225, 3408.8491, 3554.88567, 3554.88567, 3559.18086, 3561.32846, 3572.06644, 3580.65683, 3580.65683, 3589.24722, 3597.8376], ""gaussian_noise_sigma_normalized"": 0.012211893850206122, ""intensity_gamma"": 0.7842237282194251, ""symmetric_broadening_alpha"": 0.5031324622081879, ""weak_band_attenuation_windows"": []}"
PARENT_0326__AUG_0150,PARENT_0326,RRUFF database__X050174,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0326__AUG_0150.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [217.0, 232.0, 262.0, 301.0, 369.0, 440.0, 484.0, 529.0, 595.0, 747.0, 973.0, 1013.0], ""gaussian_noise_sigma_normalized"": 0.012407341873884477, ""intensity_gamma"": 0.8119904844818991, ""symmetric_broadening_alpha"": 0.2589295683859131, ""weak_band_attenuation_windows"": [{""factor"": 0.9147458806520432, ""index_start"": 522, ""index_stop"": 590}, {""factor"": 0.909928094623067, ""index_start"": 413, ""index_stop"": 439}]}"
PARENT_0325__AUG_0151,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0151.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.0060726403467411495, ""intensity_gamma"": 1.211942909726372, ""symmetric_broadening_alpha"": 0.2931299328237861, ""weak_band_attenuation_windows"": []}"
PARENT_0328__AUG_0152,PARENT_0328,RRUFF database__R050491,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0328__AUG_0152.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.005317199242725619, -0.027252370319035293, -0.010660421942971572], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [110.1752, 126.085, 140.0664, 195.5099, 261.5599, 301.0935, 438.9789, 484.2979, 529.6169, 593.2564, 745.6053, 972.2003], ""gaussian_noise_sigma_normalized"": 0.008641742928191747, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.35437342610548106, ""weak_band_attenuation_windows"": [{""factor"": 0.9388687829773761, ""index_start"": 394, ""index_stop"": 424}]}"
PARENT_0323__AUG_0153,PARENT_0323,RRUFF database__R050661,Borate,Borate,Kernite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0323__AUG_0153.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.015047601460818467, 0.008103257744021115, -0.0007639452146496879], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [172.2236, 257.0763, 318.3051, 387.2479, 426.2994, 458.1192, 496.2064, 580.0948, 737.2651, 846.7057, 930.112, 1028.464], ""gaussian_noise_sigma_normalized"": 0.01715713095934621, ""intensity_gamma"": 1.3323574136422924, ""symmetric_broadening_alpha"": 0.2705094375867934, ""weak_band_attenuation_windows"": []}"
PARENT_0321__AUG_0154,PARENT_0321,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0321__AUG_0154.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [165.6353, 242.7739, 308.3418, 386.4447, 433.6921, 536.383, 563.8636, 609.6647, 668.0008, 743.6931, 786.1194, 1083.585], ""gaussian_noise_sigma_normalized"": 0.01743746655426998, ""intensity_gamma"": 0.914922553334159, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0319__AUG_0155,PARENT_0319,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0319__AUG_0155.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": -0.038802704957120966, ""center_cm-1"": 150.0254, ""sigma_cm-1"": 5.664041956238387}, {""amplitude"": 0.019631706869664173, ""center_cm-1"": 221.8607, ""sigma_cm-1"": 7.7790229172645375}, {""amplitude"": -0.009453864613242186, ""center_cm-1"": 308.6417, ""sigma_cm-1"": 9.145438572501241}, {""amplitude"": 0.007078626627233436, ""center_cm-1"": 386.7445, ""sigma_cm-1"": 7.201856736547594}, {""amplitude"": -0.051315021926820956, ""center_cm-1"": 534.2722, ""sigma_cm-1"": 5.3956401472334194}, {""amplitude"": 0.0300484713557871, ""center_cm-1"": 563.1991, ""sigma_cm-1"": 5.406617859927917}, {""amplitude"": 0.06424962897537977, ""center_cm-1"": 610.4465, ""sigma_cm-1"": 7.293492890903144}, {""amplitude"": 0.04929339708492585, ""center_cm-1"": 668.7826, ""sigma_cm-1"": 7.887144119798203}, {""amplitude"": 0.025440276991176555, ""center_cm-1"": 744.4749, ""sigma_cm-1"": 5.0980936365178176}, {""amplitude"": -0.0112400017102854, ""center_cm-1"": 787.8654, ""sigma_cm-1"": 9.605776360435902}, {""amplitude"": -0.06557925336485995, ""center_cm-1"": 873.2, ""sigma_cm-1"": 6.267389833674454}, {""amplitude"": -0.005776999084995807, ""center_cm-1"": 1081.956, ""sigma_cm-1"": 6.941470132867143}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.010906856159050867, 0.038521320672618035, -0.004912380178030767], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [150.0254, 221.8607, 308.6417, 386.7445, 534.2722, 563.1991, 610.4465, 668.7826, 744.4749, 787.8654, 873.2, 1081.956], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.766009661549708, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0326__AUG_0156,PARENT_0326,RRUFF database__X050174,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0326__AUG_0156.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [217.0, 232.0, 262.0, 301.0, 369.0, 440.0, 484.0, 529.0, 595.0, 747.0, 973.0, 1013.0], ""gaussian_noise_sigma_normalized"": 0.02330339597617927, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0318__AUG_0157,PARENT_0318,RRUFF database__R050102,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0318__AUG_0157.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.02202433122825633, -0.003770104704943409, 0.01222648664026712], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [149.2699, 176.2684, 223.0337, 322.8318, 388.3996, 480.4839, 534.963, 565.3364, 611.1374, 668.9914, 745.1658], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 1.1363073905817562, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0158,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0158.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.06294185600586859, ""center_cm-1"": 95.41614, ""sigma_cm-1"": 5.121075730090734}, {""amplitude"": -0.07272354277010482, ""center_cm-1"": 242.4617, ""sigma_cm-1"": 4.869465102355609}, {""amplitude"": 0.05781921409978051, ""center_cm-1"": 308.9938, ""sigma_cm-1"": 5.829627400331426}, {""amplitude"": -0.02730656801627472, ""center_cm-1"": 386.6146, ""sigma_cm-1"": 6.177376083751515}, {""amplitude"": -0.06125438604377875, ""center_cm-1"": 533.6602, ""sigma_cm-1"": 6.406018348815064}, {""amplitude"": -0.056210308736106745, ""center_cm-1"": 564.0335, ""sigma_cm-1"": 8.221587990090967}, {""amplitude"": 0.07460031953881995, ""center_cm-1"": 610.3167, ""sigma_cm-1"": 6.899488397440695}, {""amplitude"": -0.03139934525149526, ""center_cm-1"": 668.6528, ""sigma_cm-1"": 5.888939063785039}, {""amplitude"": 0.03961806047648464, ""center_cm-1"": 744.3451, ""sigma_cm-1"": 7.308268861016437}, {""amplitude"": 0.011941431682315914, ""center_cm-1"": 787.2535, ""sigma_cm-1"": 7.539086082708781}, {""amplitude"": 0.036530500816305184, ""center_cm-1"": 1079.416, ""sigma_cm-1"": 4.642552240218351}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.0012814291586961703, 0.011944408242815275, -0.0037311963669585725], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.01646192581720187, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0324__AUG_0159,PARENT_0324,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0324__AUG_0159.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.016817087348159995, -0.010123169796804872, -0.018287068757571034], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [121.203, 169.689, 191.765, 301.308, 366.373, 438.987, 483.062, 529.56, 591.603], ""gaussian_noise_sigma_normalized"": 0.0164467238696224, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.3662062914746177, ""weak_band_attenuation_windows"": []}"
PARENT_0325__AUG_0160,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0160.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.01861822917949732, ""center_cm-1"": 196.7117, ""sigma_cm-1"": 9.71554452618659}, {""amplitude"": 0.06184457104545406, ""center_cm-1"": 215.0322, ""sigma_cm-1"": 8.916848206283074}, {""amplitude"": 0.004759165333170334, ""center_cm-1"": 229.9778, ""sigma_cm-1"": 6.952470609874191}, {""amplitude"": 0.06482592260958754, ""center_cm-1"": 262.7617, ""sigma_cm-1"": 5.10527062991633}, {""amplitude"": -0.009401934709561938, ""center_cm-1"": 300.3668, ""sigma_cm-1"": 8.615948027890813}, {""amplitude"": 0.07280156576623244, ""center_cm-1"": 440.1806, ""sigma_cm-1"": 4.3956663863636605}, {""amplitude"": -0.057444435674012806, ""center_cm-1"": 483.5711, ""sigma_cm-1"": 5.670290040023618}, {""amplitude"": 0.003983649438027453, ""center_cm-1"": 528.408, ""sigma_cm-1"": 5.34646120082251}, {""amplitude"": -0.05698435893373548, ""center_cm-1"": 591.5652, ""sigma_cm-1"": 6.221595685254817}, {""amplitude"": -0.038820247102655046, ""center_cm-1"": 744.8784, ""sigma_cm-1"": 7.177518655775247}, {""amplitude"": -0.0649058382766465, ""center_cm-1"": 972.9196, ""sigma_cm-1"": 9.535295672116476}, {""amplitude"": 0.026552810651796308, ""center_cm-1"": 1008.596, ""sigma_cm-1"": 9.905355280005214}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.01162700185277071, -0.016249127111618935, 0.010866225367926856], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.019205372327064447, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0161,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0161.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.00943753972815907, ""intensity_gamma"": 1.3410876279817003, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0325__AUG_0162,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0162.csv,2024,"{""band_envelope_intensity_perturbations"": [{""amplitude"": 0.03168000967311983, ""center_cm-1"": 196.7117, ""sigma_cm-1"": 7.72737107656223}, {""amplitude"": 0.05201068113806177, ""center_cm-1"": 215.0322, ""sigma_cm-1"": 6.632784659036643}, {""amplitude"": 0.027995922028564005, ""center_cm-1"": 229.9778, ""sigma_cm-1"": 7.019325106349055}, {""amplitude"": 0.013577996315213753, ""center_cm-1"": 262.7617, ""sigma_cm-1"": 5.548261054602564}, {""amplitude"": -0.04875964675338439, ""center_cm-1"": 300.3668, ""sigma_cm-1"": 6.324335505629593}, {""amplitude"": -0.07805889333916514, ""center_cm-1"": 440.1806, ""sigma_cm-1"": 8.780004512223632}, {""amplitude"": -0.07082014697402618, ""center_cm-1"": 483.5711, ""sigma_cm-1"": 5.282005017367872}, {""amplitude"": 0.029342926828304028, ""center_cm-1"": 528.408, ""sigma_cm-1"": 5.517295353789409}, {""amplitude"": 0.032051375446243854, ""center_cm-1"": 591.5652, ""sigma_cm-1"": 8.927446612704983}, {""amplitude"": -0.0011986356391125025, ""center_cm-1"": 744.8784, ""sigma_cm-1"": 8.621588751740655}, {""amplitude"": 0.022581198713485448, ""center_cm-1"": 972.9196, ""sigma_cm-1"": 4.293531439397834}, {""amplitude"": 0.030912052313694413, ""center_cm-1"": 1008.596, ""sigma_cm-1"": 8.501913376824637}], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.006568141904721272, -0.012337576737516516, 0.005495607003329122], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.012221537933996197, ""intensity_gamma"": 1.0, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0825__AUG_0163,PARENT_0825,Lab-acquired DUV spectra__DUV-Colemanite,Borate,Borate,Colemanite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0825__AUG_0163.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [1067.71421, 1610.1891, 3202.30472, 3569.83948, 3601.93859, 3635.64265, 3640.45751, 3642.06247, 3996.75758, 3996.75758, 3996.75758, 3996.75758], ""gaussian_noise_sigma_normalized"": 0.02423261247970829, ""intensity_gamma"": 1.295641109805386, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": [{""factor"": 0.8207932686591494, ""index_start"": 1047, ""index_stop"": 1063}, {""factor"": 0.9355972299659467, ""index_start"": 1442, ""index_stop"": 1476}]}"
PARENT_0325__AUG_0164,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0164.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.014679123284900265, -0.0017733925352310517, -0.005445901738621568], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.014579967071668393, ""intensity_gamma"": 1.288572659035785, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0324__AUG_0165,PARENT_0324,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0324__AUG_0165.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 9, ""detected_band_positions_cm-1"": [121.203, 169.689, 191.765, 301.308, 366.373, 438.987, 483.062, 529.56, 591.603], ""gaussian_noise_sigma_normalized"": 0.020988026544453697, ""intensity_gamma"": 0.9361280965336636, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0322__AUG_0166,PARENT_0322,RRUFF database__R050331,Borate,Borate,Colemanite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0322__AUG_0166.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [-0.02020623897461297, 0.014103098674779864, 0.03868184557182085], ""detected_band_count"": 11, ""detected_band_positions_cm-1"": [95.41614, 242.4617, 308.9938, 386.6146, 533.6602, 564.0335, 610.3167, 668.6528, 744.3451, 787.2535, 1079.416], ""gaussian_noise_sigma_normalized"": 0.023348129287215403, ""intensity_gamma"": 1.3106728455433405, ""symmetric_broadening_alpha"": 0.0, ""weak_band_attenuation_windows"": []}"
PARENT_0843__AUG_0167,PARENT_0843,Lab-acquired DUV spectra__DUV-Kernite,Borate,Borate,Kernite,Lab-acquired DUV spectra,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0843__AUG_0167.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 8, ""detected_band_positions_cm-1"": [924.07974, 1317.08993, 3346.56879, 3546.29528, 3552.73807, 3584.95202, 3587.09962, 3599.9852], ""gaussian_noise_sigma_normalized"": 0.024161132742758766, ""intensity_gamma"": 0.773205840801996, ""symmetric_broadening_alpha"": 0.3851992654636268, ""weak_band_attenuation_windows"": []}"
PARENT_0325__AUG_0168,PARENT_0325,RRUFF database__R050062,Borate,Borate,Ulexite,RRUFF database,train,results\augmentation_reproducibility\dry_run_augmented_spectra\spectra\PARENT_0325__AUG_0168.csv,2024,"{""band_envelope_intensity_perturbations"": [], ""band_position_shift_cm-1"": 0.0, ""baseline_polynomial_coefficients"": [0.0, 0.0, 0.0], ""detected_band_count"": 12, ""detected_band_positions_cm-1"": [196.7117, 215.0322, 229.9778, 262.7617, 300.3668, 440.1806, 483.5711, 528.408, 591.5652, 744.8784, 972.9196, 1008.596], ""gaussian_noise_sigma_normalized"": 0.0, ""intensity_gamma"": 0.8919180663453695, ""symmetric_broadening_alpha"": 0.29154209607387094, ""weak_band_attenuation_windows"": []}"
