Wave,Microcline
866.57,2577.49
867.04,2573.75
867.511,2571.79
867.98,2568.08
868.451,2564.08
868.921,2559.47
869.39,2554.07
869.861,2545.77
870.331,2539.3
870.8,2547.64
871.27,2558.99
871.741,2567.45
872.209,2575.34
872.68,2577.32
873.15,2572.56
873.619,2566.7
874.089,2556.93
874.558,2548.54
875.028,2541.96
875.498,2548.64
875.967,2558.92
876.437,2567.94
876.905,2574.61
877.375,2578.11
877.846,2579.11
878.314,2579.04
878.784,2577.67
879.252,2575.71
879.722,2572.83
880.19,2570.09
880.66,2568.22
881.128,2566.89
881.598,2566.81
882.066,2566.51
882.536,2566.24
883.004,2565.91
883.474,2565.47
883.942,2565
884.412,2564.25
884.88,2563.47
885.35,2562.74
885.818,2562.1
886.287,2562.38
886.755,2563.72
887.225,2566.57
887.693,2570.99
888.162,2576.93
888.63,2584.42
889.099,2593.33
889.567,2603.27
890.035,2609.04
890.504,2607.65
890.972,2603.59
891.441,2597.9
891.909,2590.08
892.376,2583.31
892.846,2577.74
893.313,2575.37
893.783,2576.47
894.25,2581.44
894.717,2594.93
895.187,2608.63
895.654,2614.07
896.121,2611.88
896.59,2604.75
897.058,2593.83
897.525,2582.04
897.994,2577.15
898.461,2575.65
898.928,2578.07
899.397,2583.85
899.864,2583.98
900.331,2581.43
900.799,2578.48
901.268,2575.05
901.734,2571.12
902.201,2566.2
902.668,2561.82
903.137,2554.4
903.604,2552.43
904.071,2568.37
904.538,2581.99
905.007,2592.79
905.474,2600.71
905.94,2605.57
906.407,2608.04
906.876,2607.05
907.342,2603.29
907.809,2596.61
908.276,2588.34
908.742,2584.15
909.211,2579.83
909.677,2578.6
910.144,2578.6
910.611,2581.27
911.077,2585.25
911.544,2592.68
912.012,2602.01
912.478,2612.24
912.945,2614.63
913.411,2601.51
913.878,2586.81
914.344,2574.85
914.81,2570.51
915.276,2574.95
915.743,2580.17
916.211,2589.8
916.677,2601.44
917.143,2615.76
917.609,2569.51
918.076,2568.42
918.542,2569.73
919.008,2598.58
919.474,2589.77
919.94,2588.99
920.406,2590.98
920.872,2593.58
921.338,2602.67
921.804,2607.63
922.27,2603.7
922.736,2597.03
923.202,2592.28
923.667,2586.28
924.133,2581.54
924.599,2573.93
925.065,2568.05
925.531,2568.56
925.996,2576.85
926.462,2587.84
926.928,2602.95
927.393,2614.15
927.859,2622.58
928.325,2624.57
928.79,2616.53
929.256,2607.16
929.721,2596.33
930.187,2588.67
930.65,2582.32
931.116,2577.91
931.581,2575.6
932.047,2574.98
932.512,2576.2
932.977,2579.18
933.443,2584.04
933.908,2590.37
934.373,2597.8
934.837,2605.24
935.302,2610.53
935.767,2614.69
936.232,2617.5
936.697,2619.12
937.163,2619.93
937.626,2618.68
938.091,2600.5
938.556,2597.48
939.021,2598.66
939.486,2605.67
939.949,2612.4
940.414,2614.11
940.879,2613.09
941.344,2608.33
941.809,2600.08
942.272,2629.57
942.737,2624.31
943.201,2612.58
943.666,2602.06
944.129,2592.8
944.594,2585.9
945.059,2581.69
945.521,2579.11
945.986,2578.61
946.451,2580.1
946.915,2583.02
947.378,2586.82
947.843,2590.86
948.307,2595.31
948.77,2599.73
949.234,2604.78
949.699,2609.36
950.161,2612.81
950.626,2614.36
951.09,2612.53
951.553,2608.69
952.017,2602.78
952.481,2594.95
952.944,2585.26
953.408,2586.76
953.87,2591.37
954.335,2598.75
954.799,2608.64
955.261,2619.28
955.725,2628.31
956.188,2631.33
956.652,2624.34
957.116,2618.95
957.578,2613.63
958.042,2610.65
958.504,2608.97
958.968,2608.01
959.43,2606.98
959.894,2605.56
960.356,2599.88
960.82,2587.35
961.282,2570.22
961.746,2562.29
962.208,2557.84
962.672,2580.58
963.133,2597
963.597,2609.45
964.059,2617.87
964.523,2622.98
964.984,2624.34
965.448,2609.91
965.91,2599.74
966.373,2593.7
966.835,2592.87
967.299,2597.12
967.76,2611.66
968.224,2616.55
968.685,2618.04
969.147,2616.4
969.61,2612.72
970.072,2604.61
970.535,2596.34
970.997,2589.15
971.458,2585.98
971.921,2584.29
972.383,2583.94
972.846,2586.86
973.307,2590.71
973.769,2594.82
974.232,2598.71
974.693,2600.78
975.154,2600.91
975.618,2600.41
976.079,2599.27
976.54,2596.9
977.003,2593.79
977.464,2589.56
977.925,2584.57
978.386,2578.31
978.849,2569.98
979.31,2559.16
979.771,2559.91
980.234,2573.58
980.695,2581.71
981.156,2588.67
981.617,2594.63
982.08,2600.49
982.541,2603.77
983.001,2606.24
983.462,2607.69
983.925,2609.14
984.386,2610.61
984.846,2612.06
985.307,2613.18
985.768,2612.78
986.23,2611.6
986.691,2609.5
987.152,2606.45
987.612,2602.27
988.073,2597.84
988.535,2598.08
988.996,2604.88
989.456,2608.88
989.917,2612.25
990.377,2613.1
990.838,2588.34
991.298,2597.51
991.76,2609.84
992.221,2636.85
992.681,2660.74
993.141,2675.21
993.602,2680.35
994.062,2655.45
994.522,2640.18
994.982,2625.6
995.442,2612.02
995.903,2605.55
996.363,2603.96
996.825,2606.46
997.285,2612.81
997.745,2622.33
998.205,2634.11
998.665,2638.61
999.125,2648.43
999.585,2655.28
1000.04,2659.43
1000.5,2658.05
1000.96,2649.02
1001.42,2633.45
1001.88,2626.08
1002.34,2621.8
1002.8,2620.31
1003.26,2619.06
1003.72,2620.25
1004.18,2622.37
1004.64,2624.67
1005.1,2626.51
1005.56,2626.63
1006.02,2625.82
1006.48,2624.27
1006.94,2623.18
1007.4,2616.64
1007.86,2609.16
1008.32,2605.01
1008.78,2605.97
1009.24,2606.32
1009.7,2604.85
1010.16,2602.14
1010.62,2599.57
1011.07,2595.3
1011.53,2589.53
1011.99,2588.12
1012.45,2590.77
1012.91,2600.04
1013.37,2609.52
1013.83,2615.68
1014.29,2619.75
1014.74,2618.79
1015.2,2605.02
1015.66,2602.33
1016.12,2600.74
1016.58,2600.79
1017.04,2600.62
1017.5,2595.97
1017.96,2591.48
1018.42,2590.29
1018.87,2590.9
1019.33,2596.82
1019.79,2603.18
1020.25,2602.34
1020.71,2601.2
1021.16,2598.61
1021.62,2596.87
1022.08,2595.73
1022.54,2594.59
1023,2593.8
1023.46,2593.53
1023.91,2592.79
1024.37,2592.36
1024.83,2592.1
1025.29,2593.81
1025.75,2597.24
1026.21,2601.78
1026.66,2608.74
1027.12,2615.27
1027.58,2619.32
1028.04,2620.98
1028.49,2619.7
1028.95,2615.99
1029.41,2607.95
1029.87,2601.07
1030.33,2597.36
1030.78,2595.95
1031.24,2596.7
1031.7,2601.48
1032.15,2608.92
1032.61,2617.09
1033.07,2620.47
1033.53,2618.03
1033.98,2605.69
1034.44,2597.34
1034.9,2599.7
1035.36,2600.46
1035.81,2605.24
1036.27,2612.84
1036.73,2616.49
1037.18,2615.47
1037.64,2609.54
1038.1,2603.58
1038.56,2598.56
1039.01,2598.57
1039.47,2601.55
1039.93,2606.99
1040.38,2615.75
1040.84,2625.62
1041.3,2628.76
1041.75,2625.91
1042.21,2621.74
1042.67,2616.36
1043.12,2609.65
1043.58,2601.88
1044.04,2592.72
1044.49,2581.16
1044.95,2573.81
1045.41,2575.56
1045.86,2582.88
1046.32,2589.59
1046.78,2596.9
1047.23,2602.92
1047.69,2607.36
1048.15,2610.32
1048.6,2611.51
1049.03,2610.8
1049.49,2608.25
1049.95,2603.78
1050.41,2597
1050.87,2587.81
1051.33,2576.68
1051.79,2575.33
1052.26,2581.54
1052.72,2590.46
1053.18,2596.86
1053.64,2603.47
1054.1,2611.05
1054.56,2615.76
1055.02,2611.62
1055.48,2603.06
1055.95,2592.67
1056.41,2583.46
1056.87,2578.1
1057.33,2573.8
1057.79,2572.81
1058.25,2574
1058.71,2577.4
1059.17,2580.97
1059.63,2584.27
1060.09,2585.28
1060.56,2584.5
1061.02,2583.7
1061.48,2582.96
1061.94,2579.16
1062.4,2575.32
1062.86,2567.26
1063.32,2556.44
1063.78,2549.34
1064.24,2551.74
1064.7,2561.54
1065.16,2566.75
1065.62,2570.75
1066.08,2570.91
1066.54,2569.99
1067,2564.54
1067.46,2557.51
1067.92,2550.06
1068.38,2543.11
1068.84,2541.94
1069.3,2542.61
1069.76,2544.74
1070.22,2547.11
1070.68,2549.35
1071.14,2551.19
1071.6,2552.87
1072.06,2554.29
1072.52,2555.23
1072.98,2556.08
1073.44,2556.79
1073.9,2557.95
1074.36,2558.61
1074.82,2551.6
1075.28,2540.06
1075.74,2532.59
1076.2,2527.51
1076.66,2525.28
1077.12,2527.06
1077.58,2531.52
1078.04,2537.02
1078.5,2543.06
1078.96,2547.79
1079.42,2551.85
1079.88,2554.78
1080.34,2556.94
1080.79,2558.26
1081.25,2559.16
1081.71,2558.92
1082.17,2558.75
1082.63,2559.11
1083.09,2560.52
1083.55,2564.58
1084.01,2571.31
1084.47,2581.22
1084.93,2589.72
1085.39,2587.75
1085.84,2581.96
1086.3,2569.16
1086.76,2561.2
1087.22,2556.15
1087.68,2555.36
1088.14,2565.12
1088.6,2577.44
1089.06,2592.38
1089.52,2604.4
1089.97,2608.44
1090.43,2600.3
1090.89,2588.06
1091.35,2575.32
1091.81,2559.83
1092.27,2552.91
1092.72,2551.64
1093.18,2556.51
1093.64,2565.63
1094.1,2575.14
1094.56,2583.87
1095.02,2591.27
1095.47,2597.41
1095.93,2601.26
1096.39,2603.5
1096.85,2603.94
1097.31,2601.75
1097.76,2598.31
1098.22,2593.48
1098.68,2587.91
1099.14,2583.33
1099.6,2580.6
1100.05,2583.8
1100.51,2546.31
1100.97,2578.77
