Wave,Forsterite
867.511,1634.68
867.98,1609.01
868.451,1590.27
868.921,1571.72
869.39,1553.18
869.861,1534.79
870.331,1516.6
870.8,1498.56
871.27,1480.68
871.741,1462.95
872.209,1450.16
872.68,1440.86
873.15,1432.43
873.619,1426.75
874.089,1420.49
874.558,1414.61
875.028,1408.8
875.498,1403.47
875.967,1398.81
876.437,1394.82
876.905,1392.57
877.375,1393.64
877.846,1391.64
878.314,1389.65
878.784,1387.61
879.252,1385.36
879.722,1383.36
880.19,1381.02
880.66,1378.86
881.128,1375.54
881.598,1368.29
882.066,1358.23
882.536,1346.97
883.004,1334.58
883.474,1321.19
883.942,1313.4
884.412,1309.21
884.88,1308.72
885.35,1311.54
885.818,1312.84
886.287,1312.38
886.755,1308.53
887.225,1304.7
887.693,1299.3
888.162,1294.66
888.63,1290.43
889.099,1286.59
889.567,1281.76
890.035,1279.75
890.504,1275.27
890.972,1269.5
891.441,1263.37
891.909,1256.06
892.376,1247.88
892.846,1245.21
893.313,1246.19
893.783,1247.12
894.25,1249.25
894.717,1253.49
895.187,1253.71
895.654,1251.09
896.121,1248.34
896.59,1244.17
897.058,1242.6
897.525,1243.45
897.994,1244.5
898.461,1246.3
898.928,1248.6
899.397,1251.91
899.864,1251.21
900.331,1246.3
900.799,1243.3
901.268,1242.04
901.734,1242.23
902.201,1244.21
902.668,1245.58
903.137,1244.16
903.604,1242.73
904.071,1242.16
904.538,1242.19
905.007,1242.81
905.474,1244.13
905.94,1246.08
906.407,1248.75
906.876,1252.27
907.342,1256.84
907.809,1261.97
908.276,1264.18
908.742,1260.02
909.211,1255.3
909.677,1250.76
910.144,1249.77
910.611,1249.05
911.077,1249.76
911.544,1251.95
912.012,1255.54
912.478,1260.6
912.945,1267.04
913.411,1275.04
913.878,1284.45
914.344,1296.03
914.81,1307.21
915.276,1316.23
915.743,1323.22
916.211,1326.11
916.677,1328.06
917.143,1328.68
917.609,1327.94
918.076,1325.63
918.542,1321.48
919.008,1315.07
919.474,1306.49
919.94,1294.7
920.406,1283.12
920.872,1275.15
921.338,1271.11
921.804,1265.43
922.27,1260.3
922.736,1256.01
923.202,1252.41
923.667,1249.65
924.133,1247.47
924.599,1245.82
925.065,1244.19
925.531,1243.26
925.996,1241.09
926.462,1236.05
926.928,1232.22
927.393,1229.22
927.859,1226.98
928.325,1227.36
928.79,1231.18
929.256,1236.95
929.721,1241.03
930.187,1245.02
930.65,1248.32
931.116,1251.37
931.581,1253.85
932.047,1253.68
932.512,1252.51
932.977,1247.94
933.443,1241.64
933.908,1236.32
934.373,1230.85
934.837,1229.57
935.302,1230.69
935.767,1234.26
936.232,1237.56
936.697,1240.67
937.163,1244.12
937.626,1247.81
938.091,1251.99
938.556,1256.15
939.021,1259.96
939.486,1263.22
939.949,1264.43
940.414,1265.17
940.879,1264.9
941.344,1264.81
941.809,1265.71
942.272,1271.33
942.737,1276.86
943.201,1282.16
943.666,1285.69
944.129,1289.12
944.594,1292.07
945.059,1294.76
945.521,1297.11
945.986,1302.29
946.451,1310.07
946.915,1319.33
947.378,1327.67
947.843,1334.57
948.307,1340.24
948.77,1346.08
949.234,1352.75
949.699,1359.94
950.161,1368.37
950.626,1379.94
951.09,1391.63
951.553,1403.49
952.017,1415.21
952.481,1426.94
952.944,1437.9
953.408,1448.36
953.87,1458.8
954.335,1469.5
954.799,1482.4
955.261,1496.58
955.725,1510.29
956.188,1522.93
956.652,1534.78
957.116,1538.27
957.578,1547.23
958.042,1554.21
958.504,1562.96
958.968,1568.71
959.43,1571.62
959.894,1571.82
960.356,1570.16
960.82,1568.55
961.282,1566.44
961.746,1561.62
962.208,1554.72
962.672,1546.02
963.133,1536.12
963.597,1525.09
964.059,1513.43
964.523,1500.98
964.984,1487.31
965.448,1472.34
965.91,1458.23
966.373,1445.68
966.835,1437.49
967.299,1430.55
967.76,1428.48
968.224,1416.63
968.685,1390.58
969.147,1373.65
969.61,1347.38
970.072,1360.79
970.535,1360.22
970.997,1341.9
971.458,1326.85
971.921,1316.67
972.383,1309.18
972.846,1302.93
973.307,1298.16
973.769,1294.85
974.232,1293.01
974.693,1290.46
975.154,1283.95
975.618,1271.21
976.079,1261.16
976.54,1254.91
977.003,1254.13
977.464,1248.79
977.925,1242.99
978.386,1237.51
978.849,1230.81
979.31,1227.52
979.771,1227.7
980.234,1227.14
980.695,1225.34
981.156,1222.58
981.617,1218.39
982.08,1213.65
982.541,1210.36
983.001,1209.51
983.462,1210.24
983.925,1211.6
984.386,1212.98
984.846,1213.38
985.307,1211.61
985.768,1208.47
986.23,1204.5
986.691,1199.94
987.152,1195.94
987.612,1193.76
988.073,1192.83
988.535,1193
988.996,1194.79
989.456,1196.11
989.917,1197.13
990.377,1198.31
990.838,1199.38
991.298,1200.27
991.76,1200.78
992.221,1200.78
992.681,1199.21
993.141,1193.22
993.602,1189.3
994.062,1186.16
994.522,1184.28
994.982,1185.48
995.442,1187.28
995.903,1189.69
996.363,1192.39
996.825,1195.57
997.285,1197.83
997.745,1196.32
998.205,1193.16
998.665,1187.38
999.125,1182.72
999.585,1180.28
1000.04,1178.12
1000.5,1179.94
1000.96,1182.35
1001.42,1185.97
1001.88,1188.2
1002.34,1189.5
1002.8,1190.12
1003.26,1190.27
1003.72,1189.74
1004.18,1188.63
1004.64,1187.1
1005.1,1185.32
1005.56,1183.44
1006.02,1182.23
1006.48,1181.62
1006.94,1181.57
1007.4,1183.79
1007.86,1186.36
1008.32,1188.68
1008.78,1190.36
1009.24,1191.01
1009.7,1190.78
1010.16,1188.8
1010.62,1186.47
1011.07,1184.79
1011.53,1184.54
1011.99,1185.49
1012.45,1187.2
1012.91,1188.9
1013.37,1191.18
1013.83,1193.63
1014.29,1195.75
1014.74,1195.42
1015.2,1194.3
1015.66,1192.71
1016.12,1190.8
1016.58,1188.42
1017.04,1185.38
1017.5,1185.37
1017.96,1186.81
1018.42,1194.27
1018.87,1195.92
1019.33,1200
1019.79,1200
1020.25,1200
1020.71,1200
1021.16,1200
1021.62,1195.37
1022.08,1188.33
1022.54,1191.99
1023,1194.34
1023.46,1194.47
1023.91,1195.93
1024.37,1196.23
1024.83,1195.8
1025.29,1195.71
1025.75,1196.19
1026.21,1197.3
1026.66,1198.83
1027.12,1200.06
1027.58,1201.19
1028.04,1202.03
1028.49,1202.46
1028.95,1202.33
1029.41,1201.52
1029.87,1199.73
1030.33,1198.18
1030.78,1196.96
1031.24,1195.96
1031.7,1195.05
1032.15,1194.4
1032.61,1193.9
1033.07,1193.82
1033.53,1195.85
1033.98,1199.24
1034.44,1201.98
1034.9,1203.65
1035.36,1203.41
1035.81,1202.26
1036.27,1199.98
1036.73,1196.73
1037.18,1194.14
1037.64,1194.84
1038.1,1197.91
1038.56,1197.24
1039.01,1197.51
1039.47,1199.16
1039.93,1201.05
1040.38,1202.72
1040.84,1203.8
1041.3,1204.25
1041.75,1204.29
1042.21,1203.74
1042.67,1202.75
1043.12,1201.47
1043.58,1200.05
1044.04,1199.42
1044.49,1199.18
1044.95,1200.76
1045.41,1202.87
1045.86,1205.68
1046.32,1208.85
1046.78,1211.72
1047.23,1211.97
1047.69,1210.24
1048.15,1206.2
1048.6,1203.6
1049.03,1201.83
1049.49,1200.28
1049.95,1199.27
1050.41,1198.86
1050.87,1198.77
1051.33,1199.09
1051.79,1199.83
1052.26,1200.6
1052.72,1201.02
1053.18,1200.77
1053.64,1200.12
1054.1,1202.62
1054.56,1204.96
1055.02,1205.9
1055.48,1206.24
1055.95,1202.63
1056.41,1201.79
1056.87,1200.79
1057.33,1199.52
1057.79,1198.09
1058.25,1196.6
1058.71,1194.9
1059.17,1193.37
1059.63,1192.01
1060.09,1191.05
1060.56,1190.43
1061.02,1190.27
1061.48,1190.54
1061.94,1191.1
1062.4,1191.98
1062.86,1192.99
1063.32,1193.76
1063.78,1194.41
1064.24,1194.84
1064.7,1194.95
1065.16,1194.71
1065.62,1194.3
1066.08,1193.59
1066.54,1194.86
1067,1199.85
1067.46,1201.5
1067.92,1199.67
1068.38,1194.57
1068.84,1189.19
1069.3,1183.37
1069.76,1177.73
1070.22,1183.9
1070.68,1185.68
1071.14,1190.2
1071.6,1195.53
1072.06,1196.51
1072.52,1196.23
1072.98,1195.17
1073.44,1193.12
1073.9,1189.69
1074.36,1188.09
1074.82,1188.23
1075.28,1189.93
1075.74,1194.02
1076.2,1193.95
1076.66,1193.73
1077.12,1191.6
1077.58,1187.04
1078.04,1183.77
1078.5,1181.79
1078.96,1180.98
1079.42,1181.35
1079.88,1182.77
1080.34,1185.23
1080.79,1188.39
1081.25,1191.41
1081.71,1192.29
1082.17,1192.11
1082.63,1191.41
1083.09,1190.24
1083.55,1188.77
1084.01,1187.02
1084.47,1185.25
1084.93,1183.54
1085.39,1185.35
1085.84,1185.93
1086.3,1195.49
1086.76,1202.17
1087.22,1208.03
1087.68,1191.06
1088.14,1188.75
1088.6,1186.6
1089.06,1187.1
1089.52,1187.97
1089.97,1188.54
1090.43,1188.63
1090.89,1187.97
1091.35,1185.79
1091.81,1182.99
1092.27,1180.1
1092.72,1177.77
1093.18,1176.01
1093.64,1175.78
1094.1,1176.18
1094.56,1177.5
1095.02,1180.21
1095.47,1183.86
1095.93,1188.84
1096.39,1193.9
1096.85,1190
1097.31,1200
1097.76,1200
1098.22,1205.27
1098.68,1179.09
1099.14,1200.91
1099.6,1192.73
1100.05,1169.55
1100.51,1191.36
1100.97,1192.18
