Wave,Enstatite
872.209,6602.09
872.68,6597.72
873.15,6594.47
873.619,6592.86
874.089,6596.21
874.558,6598.93
875.028,6597.95
875.498,6592.97
875.967,6581.5
876.437,6563.98
876.905,6549.85
877.375,6539.09
877.846,6532.33
878.314,6529.63
878.784,6530.26
879.252,6534.31
879.722,6541.82
880.19,6552.57
880.66,6566.76
881.128,6584.69
881.598,6601.13
882.066,6612.65
882.536,6612.43
883.004,6611.05
883.474,6608.23
883.942,6604.7
884.412,6599.9
884.88,6594.74
885.35,6589.93
885.818,6585.56
886.287,6591.92
886.755,6611.63
887.225,6627.88
887.693,6640.48
888.162,6646.39
888.63,6643.34
889.099,6627.63
889.567,6619.47
890.035,6600.9
890.504,6609.05
890.972,6623.09
891.441,6641.58
891.909,6662.98
892.376,6670.38
892.846,6657.07
893.313,6612.29
893.783,6552.65
894.25,6551.07
894.717,6567.71
895.187,6575.93
895.654,6584.72
896.121,6598.35
896.59,6611.86
897.058,6626.71
897.525,6640.78
897.994,6652.48
898.461,6660.18
898.928,6623.54
899.397,6613.84
899.864,6607.15
900.331,6602.24
900.799,6602.85
901.268,6605.53
901.734,6608.09
902.201,6610.35
902.668,6616.55
903.137,6621.77
903.604,6628.23
904.071,6633.91
904.538,6637.63
905.007,6638.31
905.474,6631.4
905.94,6623.96
906.407,6614.94
906.876,6602.38
907.342,6601.66
907.809,6614.93
908.276,6631.54
908.742,6635.65
909.211,6640.15
909.677,6641.69
910.144,6640.52
910.611,6636.02
911.077,6629.81
911.544,6622.83
912.012,6624.57
912.478,6650.35
912.945,6671.14
913.411,6673.74
913.878,6678.22
914.344,6681.09
914.81,6682.67
915.276,6679.73
915.743,6686.03
916.211,6706.16
916.677,6735.36
917.143,6738.71
917.609,6744.89
918.076,6727.48
918.542,6706.59
919.008,6702.01
919.474,6703.92
919.94,6713.03
920.406,6724.95
920.872,6736.56
921.338,6750.87
921.804,6765.71
922.27,6780.15
922.736,6793.27
923.202,6805.91
923.667,6816.51
924.133,6824.88
924.599,6830.76
925.065,6836.28
925.531,6842.34
925.996,6849.99
926.462,6862.45
926.928,6877.04
927.393,6893.69
927.859,6911.06
928.325,6928.95
928.79,6947.24
929.256,6963.08
929.721,6978.75
930.187,6993.33
930.65,7003.29
931.116,7000.8
931.581,6985.6
932.047,6978.62
932.512,6973.29
932.977,6969.25
933.443,6964.76
933.908,6962.56
934.373,6960.43
934.837,6958.66
935.302,6949.31
935.767,6925.44
936.232,6914.73
936.697,6913
937.163,6914.85
937.626,6916.05
938.091,6914.25
938.556,6909.28
939.021,6900.41
939.486,6883.6
939.949,6865.63
940.414,6852.98
940.879,6847.04
941.344,6844.71
941.809,6846.42
942.272,6848.63
942.737,6851.23
943.201,6852.11
943.666,6851.28
944.129,6846.71
944.594,6840.04
945.059,6828.32
945.521,6811.84
945.986,6796.21
946.451,6783.37
946.915,6774.74
947.378,6765.22
947.843,6759.11
948.307,6754.45
948.77,6752.4
949.234,6751.83
949.699,6753.85
950.161,6757.57
950.626,6764.9
951.09,6777.23
951.553,6790.83
952.017,6798.62
952.481,6795.56
952.944,6776.91
953.408,6749
953.87,6721.81
954.335,6707.56
954.799,6681.96
955.261,6649.27
955.725,6640.88
956.188,6646.16
956.652,6666.96
957.116,6700.72
957.578,6734.82
958.042,6748.97
958.504,6720.81
958.968,6708.78
959.43,6701.46
959.894,6698.17
960.356,6697.2
960.82,6698.02
961.282,6700.13
961.746,6702.22
962.208,6701.77
962.672,6686.89
963.133,6668.58
963.597,6652.14
964.059,6653.61
964.523,6658.48
964.984,6674.81
965.448,6686.91
965.91,6692.87
966.373,6697.71
966.835,6700.82
967.299,6698.9
967.76,6694.01
968.224,6674.84
968.685,6622.26
969.147,6591.73
969.61,6628.29
970.072,6620.32
970.535,6609.72
970.997,6592.14
971.458,6569.55
971.921,6561.73
972.383,6562.39
972.846,6564.25
973.307,6568.8
973.769,6577.93
974.232,6589.66
974.693,6602.54
975.154,6616.01
975.618,6629.26
976.079,6637.54
976.54,6629.5
977.003,6619.02
977.464,6609.39
977.925,6604.89
978.386,6604.17
978.849,6608.47
979.31,6614.61
979.771,6622.62
980.234,6630.57
980.695,6633.32
981.156,6631.36
981.617,6624.33
982.08,6616.73
982.541,6648.18
983.001,6650
983.462,6650
983.925,6645
984.386,6635.14
984.846,6636.93
985.307,6652.43
985.768,6663.99
986.23,6673.41
986.691,6678.29
987.152,6683.15
987.612,6687.21
988.073,6691.48
988.535,6694.52
988.996,6696.24
989.456,6696.64
989.917,6695.69
990.377,6693.1
990.838,6689.39
991.298,6684.81
991.76,6680.02
992.221,6675.04
992.681,6684.32
993.141,6720.32
993.602,6760.31
994.062,6795.78
994.522,6812.95
994.982,6823.06
995.442,6821.67
995.903,6813.33
996.363,6800.47
996.825,6785.23
997.285,6781.25
997.745,6785.81
998.205,6800.64
998.665,6833.04
999.125,6873.15
999.585,6912.05
1000.04,6943.31
1000.5,6975.4
1000.96,7009.08
1001.42,7043.52
1001.88,7078.73
1002.34,7116.63
1002.8,7158.89
1003.26,7205.32
1003.72,7256.76
1004.18,7313.22
1004.64,7372.74
1005.1,7438.2
1005.56,7510.16
1006.02,7589.28
1006.48,7690.81
1006.94,7800.05
1007.4,7921.84
1007.86,8053.53
1008.32,8197.46
1008.78,8343.67
1009.24,8462.35
1009.7,8545.47
1010.16,8605.05
1010.62,8619.32
1011.07,8606.76
1011.53,8570.2
1011.99,8517.12
1012.45,8460.39
1012.91,8401.57
1013.37,8328.97
1013.83,8250
1014.29,8167.32
1014.74,8085.13
1015.2,8005.61
1015.66,7934.93
1016.12,7864.51
1016.58,7822.86
1017.04,7795.4
1017.5,7775.76
1017.96,7753.63
1018.42,7735.14
1018.87,7719.75
1019.33,7707.63
1019.79,7693.01
1020.25,7684.06
1020.71,7703.91
1021.16,7745.66
1021.62,7778.9
1022.08,7808.3
1022.54,7840.4
1023,7877.32
1023.46,7919.97
1023.91,7968.37
1024.37,8025.26
1024.83,8091.1
1025.29,8165.72
1025.75,8250.36
1026.21,8341.71
1026.66,8435.14
1027.12,8531.09
1027.58,8629.66
1028.04,8731.22
1028.49,8832.18
1028.95,8919.34
1029.41,8997.79
1029.87,9065.71
1030.33,9118.3
1030.78,9150.71
1031.24,9162.62
1031.7,9155.48
1032.15,9129.46
1032.61,9077.61
1033.07,9008.86
1033.53,8930.35
1033.98,8847.93
1034.44,8768.97
1034.9,8682.94
1035.36,8601.33
1035.81,8534.14
1036.27,8475.23
1036.73,8417.54
1037.18,8346.27
1037.64,8261.59
1038.1,8175.75
1038.56,8089.09
1039.01,8001.63
1039.47,7910.47
1039.93,7819.13
1040.38,7731.07
1040.84,7650.61
1041.3,7571.85
1041.75,7483.12
1042.21,7378.32
1042.67,7248.29
1043.12,7196.83
1043.58,7195.86
1044.04,7151.69
1044.49,7084.74
1044.95,7024.17
1045.41,6974.53
1045.86,6934.9
1046.32,6905.45
1046.78,6887.99
1047.23,6874.8
1047.69,6864.19
1048.15,6850.96
1048.6,6835.54
1049.03,6813.76
1049.49,6788.86
1049.95,6763
1050.41,6737.41
1050.87,6712.12
1051.33,6688.25
1051.79,6670.95
1052.26,6658.56
1052.72,6651.73
1053.18,6651.14
1053.64,6668.9
1054.1,6686.44
1054.56,6701.87
1055.02,6700.88
1055.48,6687.77
1055.95,6663.8
1056.41,6634.59
1056.87,6613.21
1057.33,6603.94
1057.79,6612.3
1058.25,6656.13
1058.71,6600
1059.17,6601
1059.63,6603.94
1060.09,6569.27
1060.56,6556.92
1061.02,6538.76
1061.48,6529.25
1061.94,6539.17
1062.4,6549.79
1062.86,6552.32
1063.32,6552.1
1063.78,6545.28
1064.24,6538.01
1064.7,6525.96
1065.16,6515
1065.62,6505.84
1066.08,6498.02
1066.54,6492.07
1067,6486.38
1067.46,6482.58
1067.92,6483.05
1068.38,6484.25
1068.84,6485.18
1069.3,6487.25
1069.76,6476.78
1070.22,6456.57
1070.68,6437.83
1071.14,6420.63
1071.6,6410.25
1072.06,6401.73
1072.52,6396.93
1072.98,6394.49
1073.44,6394.25
1073.9,6395.33
1074.36,6398.12
1074.82,6399.72
1075.28,6401.39
1075.74,6402.14
1076.2,6402.26
1076.66,6400.63
1077.12,6405.48
1077.58,6411.07
1078.04,6417.6
1078.5,6423.57
1078.96,6424.1
1079.42,6413.6
1079.88,6401.61
1080.34,6389
1080.79,6376.69
1081.25,6365.65
1081.71,6361.44
1082.17,6357.98
1082.63,6357.38
1083.09,6357.99
1083.55,6359.47
1084.01,6360.96
1084.47,6362.68
1084.93,6362.89
1085.39,6362.49
1085.84,6361.72
1086.3,6364.05
1086.76,6368.72
1087.22,6370.87
1087.68,6355.06
1088.14,6334.15
1088.6,6320.95
1089.06,6324.49
1089.52,6344.15
1089.97,6365.65
1090.43,6382.66
1090.89,6391.82
1091.35,6395.2
1091.81,6395.42
1092.27,6395.12
1092.72,6394.96
1093.18,6402.74
1093.64,6412.54
1094.1,6431.72
1094.56,6430
1095.02,6335.51
1095.47,6313.04
1095.93,6312.09
1096.39,6330.12
1096.85,6307.91
1097.31,6317.37
1097.76,6320.43
1098.22,6321.73
1098.68,6321.84
1099.14,6320.77
1099.6,6317.66
1100.05,6311.08
1100.51,6301.91
1100.97,6298.51
