Wave,Muscovite
881.128,10608
881.598,10611
882.066,10614.6
882.536,10618.9
883.004,10625
883.474,10633.4
883.942,10642.3
884.412,10637.8
884.88,10604.2
885.35,10586.3
885.818,10574.5
886.287,10569.6
886.755,10571.5
887.225,10581.1
887.693,10598.4
888.162,10612.9
888.63,10613.4
889.099,10603.1
889.567,10590.6
890.035,10586.2
890.504,10587.2
890.972,10592.9
891.441,10602.7
891.909,10616
892.376,10635.3
892.846,10658.6
893.313,10685.7
893.783,10713.5
894.25,10733.2
894.717,10750
895.187,10752
895.654,10751.5
896.121,10739.4
896.59,10720.9
897.058,10706.8
897.525,10696.9
897.994,10716.1
898.461,10726.6
898.928,10730.6
899.397,10734.3
899.864,10744.6
900.331,10732.3
900.799,10750
901.268,10766.6
901.734,10783.7
902.201,10800.4
902.668,10813.9
903.137,10811.8
903.604,10805
904.071,10802.3
904.538,10803
905.007,10804
905.474,10809.9
905.94,10820.9
906.407,10833.6
906.876,10846.3
907.342,10857.4
907.809,10867.2
908.276,10872.7
908.742,10877.7
909.211,10880.3
909.677,10881.1
910.144,10879.3
910.611,10879
911.077,10891
911.544,10897.1
912.012,10900
912.478,10903.1
912.945,10902.9
913.411,10900.3
913.878,10894.2
914.344,10885.4
914.81,10872.5
915.276,10859.9
915.743,10849.5
916.211,10838.4
916.677,10827.4
917.143,10816.5
917.609,10805.4
918.076,10794.7
918.542,10783.5
919.008,10771.6
919.474,10757.6
919.94,10742.8
920.406,10726.5
920.872,10708.8
921.338,10688.5
921.804,10685.6
922.27,10698.6
922.736,10718.1
923.202,10727.9
923.667,10726.3
924.133,10714.1
924.599,10691.3
925.065,10657.1
925.531,10616.5
925.996,10593.7
926.462,10593.9
926.928,10599.8
927.393,10606
927.859,10602.4
928.325,10592
928.79,10578.6
929.256,10562.9
929.721,10541.9
930.187,10517.8
930.65,10492.5
931.116,10471.6
931.581,10472.9
932.047,10482.5
932.512,10481.9
932.977,10482.5
933.443,10485.9
933.908,10491.1
934.373,10498.8
934.837,10509.5
935.302,10526.3
935.767,10548.9
936.232,10567.7
936.697,10585.5
937.163,10577
937.626,10556.4
938.091,10529.2
938.556,10515.4
939.021,10511.3
939.486,10520.7
939.949,10533
940.414,10558.3
940.879,10594
941.344,10630.2
941.809,10660
942.272,10663.8
942.737,10643.7
943.201,10613.2
943.666,10584.6
944.129,10562.1
944.594,10546.6
945.059,10541.4
945.521,10548.9
945.986,10570.8
946.451,10618.1
946.915,10656.7
947.378,10678.3
947.843,10687.1
948.307,10692.1
948.77,10667.4
949.234,10651.3
949.699,10647.8
950.161,10643
950.626,10651.1
951.09,10658
951.553,10652.4
952.017,10647.2
952.481,10642.5
952.944,10637.7
953.408,10633.1
953.87,10629
954.335,10625.9
954.799,10622.8
955.261,10621.7
955.725,10608
956.188,10581.3
956.652,10562.6
957.116,10570.2
957.578,10611.3
958.042,10605.5
958.504,10574.1
958.968,10558.4
959.43,10545.9
959.894,10528.6
960.356,10505.9
960.82,10503.3
961.282,10499.5
961.746,10519
962.208,10512.6
962.672,10463.1
963.133,10353.3
963.597,10170.4
964.059,10248.4
964.523,10307.5
964.984,10345.9
965.448,10364.9
965.91,10360.4
966.373,10370.1
966.835,10264.7
967.299,10212.6
967.76,10257.3
968.224,10243.1
968.685,10228.2
969.147,10209.2
969.61,10195
970.072,10190.3
970.535,10181.3
970.997,10158.4
971.458,10135
971.921,10119.9
972.383,10114
972.846,10104.5
973.307,10091.3
973.769,10072.3
974.232,10058.7
974.693,10046.3
975.154,10052
975.618,10053.5
976.079,10048.6
976.54,10038
977.003,10021.6
977.464,9998.92
977.925,9946.42
978.386,9910.98
978.849,9878.76
979.31,9867.66
979.771,9885.25
980.234,9913.1
980.695,9936.86
981.156,9959.3
981.617,9976.16
982.08,9996.41
982.541,10012.7
983.001,10025.8
983.462,10032.4
983.925,10031.2
984.386,10021.3
984.846,10002.6
985.307,9975.51
985.768,9929.84
986.23,9880.74
986.691,9830.98
987.152,9795.27
987.612,9773.47
988.073,9767.14
988.535,9769.89
988.996,9767.28
989.456,9766.16
989.917,9767.77
990.377,9770.29
990.838,9775.21
991.298,9780.92
991.76,9787.44
992.221,9793.03
992.681,9783.92
993.141,9770.52
993.602,9751.18
994.062,9729.09
994.522,9712.13
994.982,9703.05
995.442,9710.65
995.903,9719.2
996.363,9728.78
996.825,9711.38
997.285,9686.4
997.745,9661.49
998.205,9644.2
998.665,9631.34
999.125,9623.45
999.585,9617.53
1000.04,9613.52
1000.5,9613.24
1000.96,9614.93
1001.42,9615.94
1001.88,9609.59
1002.34,9599.19
1002.8,9586.91
1003.26,9563.22
1003.72,9515.91
1004.18,9495.63
1004.64,9499.49
1005.1,9527.35
1005.56,9604.53
1006.02,9655.59
1006.48,9627.68
1006.94,9586.14
1007.4,9538.21
1007.86,9489.73
1008.32,9460.53
1008.78,9497.42
1009.24,9514.89
1009.7,9527.41
1010.16,9542.63
1010.62,9557.44
1011.07,9566.89
1011.53,9570.58
1011.99,9551.83
1012.45,9526.4
1012.91,9502.7
1013.37,9488.43
1013.83,9481.78
1014.29,9480.89
1014.74,9488.93
1015.2,9500.01
1015.66,9511.5
1016.12,9516.66
1016.58,9504.79
1017.04,9491.31
1017.5,9476.42
1017.96,9460.76
1018.42,9447.86
1018.87,9437.72
1019.33,9432.93
1019.79,9435.85
1020.25,9444.11
1020.71,9452.64
1021.16,9461.07
1021.62,9463.94
1022.08,9455.09
1022.54,9435.78
1023,9414.96
1023.46,9397.21
1023.91,9400.65
1024.37,9415.98
1024.83,9425.6
1025.29,9430.3
1025.75,9429.26
1026.21,9417.47
1026.66,9399.38
1027.12,9379.56
1027.58,9364.33
1028.04,9348.28
1028.49,9347.44
1028.95,9355.22
1029.41,9365.88
1029.87,9372.61
1030.33,9366.49
1030.78,9354.41
1031.24,9341.74
1031.7,9336.87
1032.15,9336.31
1032.61,9340.2
1033.07,9350.36
1033.53,9364.23
1033.98,9378.01
1034.44,9381.58
1034.9,9374.37
1035.36,9367.33
1035.81,9354.56
1036.27,9336.39
1036.73,9314.07
1037.18,9292.22
1037.64,9275.4
1038.1,9261.46
1038.56,9254.38
1039.01,9256.07
1039.47,9269.94
1039.93,9287.76
1040.38,9286.7
1040.84,9285.17
1041.3,9281.55
1041.75,9275.45
1042.21,9267.64
1042.67,9263.22
1043.12,9265.2
1043.58,9265.9
1044.04,9261.49
1044.49,9251.91
1044.95,9232.33
1045.41,9229.76
1045.86,9240.26
1046.32,9240.56
1046.78,9222.99
1047.23,9212.12
1047.69,9207.17
1048.15,9208.04
1048.6,9217.44
1049.03,9227.12
1049.49,9237.03
1049.95,9234.8
1050.41,9224.44
1050.87,9205.61
1051.33,9179.9
1051.79,9165.77
1052.26,9161.75
1052.72,9163.92
1053.18,9196.93
1053.64,9215.92
1054.1,9218.13
1054.56,9207.41
1055.02,9197.69
1055.48,9166.47
1055.95,9143.69
1056.41,9127.96
1056.87,9121.74
1057.33,9127.87
1057.79,9142.84
1058.25,9149
1058.71,9148
1059.17,9139.91
1059.63,9125.47
1060.09,9109.97
1060.56,9102.6
1061.02,9100.22
1061.48,9103.85
1061.94,9112.11
1062.4,9126.88
1062.86,9136.14
1063.32,9137.65
1063.78,9133.38
1064.24,9112.13
1064.7,9087.47
1065.16,9071.91
1065.62,9059.08
1066.08,9051.61
1066.54,9049.89
1067,9054.09
1067.46,9063.22
1067.92,9078.36
1068.38,9096.24
1068.84,9105.32
1069.3,9101.81
1069.76,9092.88
1070.22,9082.48
1070.68,9070.93
1071.14,9051.96
1071.6,9030.78
1072.06,9011.27
1072.52,8993.58
1072.98,8982.33
1073.44,8976.91
1073.9,8973.4
1074.36,8973.78
1074.82,8977.88
1075.28,8987.09
1075.74,8989.73
1076.2,8985.34
1076.66,8970.13
1077.12,8958.78
1077.58,8962.84
1078.04,8969.17
1078.5,8977.71
1078.96,8989.52
1079.42,9005.42
1079.88,9025.35
1080.34,9022.53
1080.79,9019.89
1081.25,8998.51
1081.71,8988.38
1082.17,8979.62
1082.63,8970.81
1083.09,8959.83
1083.55,8940.76
1084.01,8918.98
1084.47,8898.7
1084.93,8878.2
1085.39,8868.53
1085.84,8865.38
1086.3,8869.05
1086.76,8879.83
1087.22,8896.16
1087.68,8917.45
1088.14,8939.3
1088.6,8956.7
1089.06,8930.25
1089.52,8902.51
1089.97,8886.42
1090.43,8872.18
1090.89,8858.64
1091.35,8844.07
1091.81,8828.7
1092.27,8817.41
1092.72,8808.86
1093.18,8804.68
1093.64,8808.67
1094.1,8815.25
1094.56,8822.86
1095.02,8833.03
1095.47,8845.24
1095.93,8851.85
1096.39,8852.87
1096.85,8848.92
1097.31,8849.83
1097.76,8856.03
1098.22,8866.28
1098.68,8889.48
1099.14,8904.67
1099.6,8945.66
1100.05,8843.44
1100.51,8953.7
1100.97,8925.87
