spectrum_id,source_type_normalized,training_role,split_v2,label_category_final,mineral_species_final,raman_qc_decision,raman_qc_reason,qc_snr_robust,qc_band_count,qc_top_band_prominence,qc_continuum_fraction,qc_spike_fraction,rruff_status,file_path
SHERLOC_REGION_0567,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Carbonate,carbonate,main_training_keep,passes_provenance_and_spectral_quality_checks,8.21317729265539,112,0.9999999999999983,0.052784416527707156,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_quartier_detail_500_2.2_Point_18_label1_Carbonate.csv
SHERLOC_REGION_0569,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Carbonate,carbonate,main_training_keep,passes_provenance_and_spectral_quality_checks,8.892021984594493,108,0.871839850499406,0.032076168072028996,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_quartier_detail_500_2.2_Point_21_label1_Carbonate.csv
SHERLOC_REGION_0570,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Carbonate,carbonate,main_training_keep,passes_provenance_and_spectral_quality_checks,15.426608774214328,80,0.9999999999999991,0.009235154606875247,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_quartier_detail_500_2.2_Point_22_label1_Carbonate.csv
SHERLOC_REGION_0582,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Carbonate,carbonate,main_training_keep,passes_provenance_and_spectral_quality_checks,8.844064215153379,110,0.9443058615143873,0.0468398286390309,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_quartier_detail_500_2.2_Point_40_label2_Carbonate.csv
SHERLOC_REGION_0685,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Carbonate,carbonate,main_training_keep,passes_provenance_and_spectral_quality_checks,8.177124559211531,92,0.8790712998900956,0.024355582802442557,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_quartier_detail_500_4.1_Point_16_label3_Carbonate.csv
SHERLOC_REGION_0697,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Carbonate,carbonate,main_training_keep,passes_provenance_and_spectral_quality_checks,7.984211316642701,91,0.8805962241215106,0.0599624874134161,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_quartier_detail_500_4.1_Point_35_label1_Carbonate.csv
SHERLOC_REGION_0069,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.454742387173226,128,0.9999999999999982,0.02649404846144477,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.2_Point_19_label1_Olivine.csv
SHERLOC_REGION_0075,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.220143223187662,62,0.9752227462044271,0.052269763929483244,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_1.2_Point_49_label1_Olivine.csv
SHERLOC_REGION_0077,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.502543632171118,120,0.9893713669320741,0.0397384779739809,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_2.1_Point_4_label1_Olivine.csv
SHERLOC_REGION_0088,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.327923694829579,117,0.9389825072391926,0.0075371937656646725,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_2.1_Point_29_label1_Olivine.csv
SHERLOC_REGION_0091,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.357301099616722,120,0.8908508660740077,0.011315644145838192,0.0004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_2.1_Point_39_label1_Olivine.csv
SHERLOC_REGION_0107,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.865717592309312,112,0.9474421008399475,0.034989213528075,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_2.2_Point_42_label1_Olivine.csv
SHERLOC_REGION_0108,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.886844800916036,117,0.825472631612486,0.0455875208327798,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_2.2_Point_44_label1_Olivine.csv
SHERLOC_REGION_0109,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,6.825335199698244,132,0.9999999999999981,0.017326748440839437,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.1_Point_0_label1_Olivine.csv
SHERLOC_REGION_0114,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.714877320621282,106,0.6819699559066202,0.1757964959314074,0.0029311187103077674,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.1_Point_18_label1_Olivine.csv
SHERLOC_REGION_0116,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.307395505244228,121,0.9165902843498739,0.06200396838855362,0.0004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.1_Point_19_label2_Olivine.csv
SHERLOC_REGION_0119,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.302871952721985,88,0.8817780922206842,0.054383715714090834,0.0014655593551538837,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_13_label1_Olivine.csv
SHERLOC_REGION_0120,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.758622040728308,73,0.9640162461963433,0.025067212294162408,0.0019540791402051783,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_14_label1_Olivine.csv
SHERLOC_REGION_0121,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.347670946455565,150,0.8588584953064061,0.013660686200856363,0.0019540791402051783,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_15_label1_Olivine.csv
SHERLOC_REGION_0122,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,10.130039925049148,7,0.9999999999999999,0.01705785709184443,0.004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_26_label1_Olivine.csv
SHERLOC_REGION_0123,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,6.872469603506651,155,0.9560900543592308,0.03972885124103891,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_27_label1_Olivine.csv
SHERLOC_REGION_0124,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.900376768331377,96,0.9882591346371232,0.047621173346271105,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_33_label1_Olivine.csv
SHERLOC_REGION_0125,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.31412178295836,114,0.8863654084913187,0.027415731277302718,0.002442598925256473,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_40_label1_Olivine.csv
SHERLOC_REGION_0126,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.227744705794375,71,0.9500673514266509,0.014753626073749504,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_41_label1_Olivine.csv
SHERLOC_REGION_0127,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.798306114819209,146,0.8305142593421002,0.023435415753708222,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_45_label1_Olivine.csv
SHERLOC_REGION_0128,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,6.398574445883083,158,0.9158181573623712,0.015688105262211066,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_46_label1_Olivine.csv
SHERLOC_REGION_0129,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.796583764477004,128,0.9999999999999984,0.07277660895241282,0.0004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_47_label1_Olivine.csv
SHERLOC_REGION_0130,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,6.818668770029943,105,0.9999999999999989,0.02050454263636674,0.0019540791402051783,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_48_label1_Olivine.csv
SHERLOC_REGION_0131,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,6.919696211437722,100,0.999999999999999,0.026727265160646038,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_dourbes_detail_500_3.2_Point_49_label1_Olivine.csv
SHERLOC_REGION_0138,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.2915549516033,4,0.9999999999999999,0.018625379221311963,0.003419638495359062,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_6_label1_Olivine.csv
SHERLOC_REGION_0140,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.991323196942997,3,0.9999999999999998,0.025614172636122964,0.0029311187103077674,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_7_label1_Olivine.csv
SHERLOC_REGION_0141,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.360348306661486,15,0.9999999999999998,0.027205212915274262,0.0019540791402051783,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_8_label1_Olivine.csv
SHERLOC_REGION_0142,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.065382635469705,4,0.9999999999999998,0.0478317984727244,0.0029311187103077674,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_9_label1_Olivine.csv
SHERLOC_REGION_0143,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.729423532168267,44,0.9999999999999996,0.02729484627580385,0.002442598925256473,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_10_label1_Olivine.csv
SHERLOC_REGION_0144,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.09810975575047,72,0.9552194634252662,0.0443459872530474,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_11_label1_Olivine.csv
SHERLOC_REGION_0145,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.122159706557495,80,0.9475179091500596,0.015611798973107422,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_12_label1_Olivine.csv
SHERLOC_REGION_0147,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.873694603672057,111,0.9712821489281467,0.022305456979074507,0.0004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_15_label1_Olivine.csv
SHERLOC_REGION_0152,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.00629428295158,106,0.8780521610041251,0.031081214987426827,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_20_label1_Olivine.csv
SHERLOC_REGION_0156,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.277853468424409,97,0.951964808867881,0.020342711841521772,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_25_label1_Olivine.csv
SHERLOC_REGION_0157,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.839151986963726,107,0.9572570802101964,0.01675292330496202,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_26_label1_Olivine.csv
SHERLOC_REGION_0159,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.12416564141241,107,0.9999999999999984,0.028892678977042494,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_28_label1_Olivine.csv
SHERLOC_REGION_0160,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.87583372734317,110,0.9685554892787351,0.019054066512236102,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_29_label1_Olivine.csv
SHERLOC_REGION_0161,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.231936577636587,39,0.9999999999999996,0.048419941261416986,0.0014655593551538837,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_31_label1_Olivine.csv
SHERLOC_REGION_0163,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.783072862943344,115,0.9999999999999983,0.032272877052069486,0.0019540791402051783,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_34_label1_Olivine.csv
SHERLOC_REGION_0168,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.201591928771427,90,0.999999999999999,0.03484935593583278,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_40_label1_Olivine.csv
SHERLOC_REGION_0170,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.9292020410594795,114,0.9649806579248577,0.0031668292867118846,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.1_Point_46_label1_Olivine.csv
SHERLOC_REGION_0178,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.139564482343317,106,0.8808939869628066,0.00545855452849447,0.0009770395701025891,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_6_label1_Olivine.csv
SHERLOC_REGION_0179,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.993207415215885,125,0.999999999999998,0.027004327108922834,0.0004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_10_label1_Olivine.csv
SHERLOC_REGION_0181,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.085821861997438,105,0.8806354236937841,0.04170695057847875,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_13_label1_Olivine.csv
SHERLOC_REGION_0190,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.257013861451189,115,0.8716196081559706,0.028651470245235504,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_26_label1_Olivine.csv
SHERLOC_REGION_0191,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.933160827962221,114,0.9199806706390139,0.026502708057357594,0.0004885197850512946,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_27_label1_Olivine.csv
SHERLOC_REGION_0192,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.743470527201092,114,0.9056613017671962,0.03637105003046732,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_30_label1_Olivine.csv
SHERLOC_REGION_0193,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.677773677009772,106,0.8575560452840718,0.05273593975793125,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_31_label1_Olivine.csv
SHERLOC_REGION_0194,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.099617302168398,122,0.9999999999999982,0.04077700088416445,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_32_label1_Olivine.csv
SHERLOC_REGION_0195,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.8554529922375265,121,0.931679499819737,0.026260414745805743,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_33_label1_Olivine.csv
SHERLOC_REGION_0199,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.19718890081367,117,0.936893579121515,0.01720721568689351,0.0019540791402051783,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_45_label1_Olivine.csv
SHERLOC_REGION_0200,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.34435300758304,123,0.8546273807485947,0.021532828203320767,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_46_label1_Olivine.csv
SHERLOC_REGION_0201,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.453437782395184,127,0.8546654251649854,0.00940034118320536,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_47_label1_Olivine.csv
SHERLOC_REGION_0202,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.249896056978857,119,0.9636825761093957,0.027822316579597866,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_1.2_Point_48_label1_Olivine.csv
SHERLOC_REGION_0203,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.311132890808764,101,0.9999999999999987,0.1221554435382982,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_0_label1_Olivine.csv
SHERLOC_REGION_0204,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.830162172971691,67,0.9999999999999994,0.02144015328203141,0.0014655593551538837,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_1_label1_Olivine.csv
SHERLOC_REGION_0205,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,9.202204621715572,94,0.9347143884026237,0.01973775410974086,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_2_label1_Olivine.csv
SHERLOC_REGION_0209,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.038601170727425,115,0.8383814435699213,0.052727945098151575,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_5_label1_Olivine.csv
SHERLOC_REGION_0210,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.796044617512611,96,0.9292396311586482,0.021683633841894465,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_6_label1_Olivine.csv
SHERLOC_REGION_0211,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,8.249282900182937,112,0.9331898545245976,0.028975214309113036,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_7_label1_Olivine.csv
SHERLOC_REGION_0212,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.198635724265493,124,0.9420181595462557,0.030273191872118726,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_8_label1_Olivine.csv
SHERLOC_REGION_0213,SHERLOC in-situ Mars 2020,duv_sherloc_labeled_finetune_pool,sherloc_finetune_pool,Olivine,olivine,main_training_keep,passes_provenance_and_spectral_quality_checks,7.6492071323372715,110,0.8988160512050941,0.028563352400128254,0.0,,D:\dyt\raman\pigeonite\data\sherloc_corpolongo_region_spectra\SHERLOC_garde_detail_500_2.1_Point_9_label1_Olivine.csv
